time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,time(sec), throughput(req/sec), avg_lat(ms)
2710,3.8,5947.313,1004.344,4008.205,6183.601,8395.708,9691.083,13208.948,13208.948,13208.948,0,,,
2715,3.2,4908.886,1609.374,2061.007,5996.586,6706.402,8036.126,9488.862,9488.862,9488.862,0,,,
2720,5,5224.867,1026.398,2595.769,4425.379,7339.843,10681.797,10982.513,11427.929,11427.929,0,,,
2725,3.8,4375.93,1003.543,1651.517,3647.197,5552.167,8626.804,11909.304,11909.304,11909.304,0,,,
2730,4,4742.946,1002.988,1987.385,4517.389,7441.243,8456.142,10991.181,10991.181,10991.181,0,,,
2735,3.8,5310.581,1576.638,1836.238,5109.822,8351.551,8894.214,9219.51,9219.51,9219.51,0,,,
2740,4,4604.856,1003.78,4016.185,4927.648,5718.064,8081,8394.725,8394.725,8394.725,0,,,
2745,4,5290.351,1601.268,3881.686,4618.245,7275.493,8077.343,10952.403,10952.403,10952.403,0,,,
2750,4.2,4784.206,1451.105,1835.89,4618.112,7684.542,8035.75,8469.9,8502.279,8502.279,0,,,
2755,4.8,4182.043,1003.576,1813.047,4601.751,5545.571,7351.117,7675.76,8043.211,8043.211,0,,,
2760,3.6,5257.765,1776.964,3915.841,4241.948,6806.058,9754.987,10054.392,10054.392,10054.392,0,,,
2765,4.6,5147.214,1003.36,1718.076,4809.424,8140.843,8642.69,9286.397,11183.696,11183.696,0,,,
2770,4.6,3968.486,1002.922,1543.203,4341.232,5620.733,7992.977,9012.736,9405.231,9405.231,0,,,
2775,4.4,5430.691,999.94,4190.631,4675.387,7758.723,9194.923,11425.907,13146.65,13146.65,0,,,
2780,3.2,4879.177,1004.551,3207.101,4557.526,8635.749,9505.33,9656.171,9656.171,9656.171,0,,,
2785,4.6,3821.906,1004.149,1542.654,3739.517,6180.65,6957.803,7291.554,8270.985,8270.985,0,,,
2790,6.2,4724.82,1004.8,1820.157,4314.512,6954.688,8087.622,8450.786,13704.801,13704.801,0,,,
2795,3.8,4602.954,1510.406,1928.092,5302.136,5736.685,8575.707,9546.111,9546.111,9546.111,0,,,
2800,4,4864.901,1459.198,1727.787,4784.64,7491.486,8629.91,10661.011,10661.011,10661.011,0,,,
2805,3.2,5537.355,1954.398,3665.689,5137.56,8270.985,8405.473,9891.319,9891.319,9891.319,0,,,
2810,4.2,5017.312,1023.529,3422.552,5454.27,6889.52,7729.322,7801.699,12011.032,12011.032,0,,,
2815,3.4,5101.824,1004.749,1810.169,5503.121,8093.569,9337.204,9554.033,9554.033,9554.033,0,,,
2820,5.4,4447.889,1000.615,1768.694,4525.309,5428.258,7898.411,8058.515,10314.356,10314.356,0,,,
2825,3.4,6008.391,1684.12,4542.248,6798.299,7199.49,8493.851,8903.276,8903.276,8903.276,0,,,
2830,3.8,5874.495,999.688,1801.706,5643.988,10170.897,10422.729,10699.218,10699.218,10699.218,0,,,
2835,3,5964.624,1020.738,1809.732,4816.549,8693.35,12009.968,15652.378,15652.378,15652.378,0,,,
2840,3.4,5363.137,999.85,3999.146,5059.489,7089.349,10003.214,10549.157,10549.157,10549.157,0,,,
2845,3.6,5136.354,1025.055,1993.797,5787.296,7538.804,8853.823,9796.275,9796.275,9796.275,0,,,
2850,3.6,4888.102,1108.367,3346.523,4783.851,7378.733,8957.335,9266.501,9266.501,9266.501,0,,,
2855,4.2,5450.338,1024.245,1869.699,4944.041,8021.89,9458.675,11049.27,11078.926,11078.926,0,,,
2860,3.4,5381.137,1584.873,3012.505,4274.529,8116.219,8876.78,12007.403,12007.403,12007.403,0,,,
2865,3.6,6834.431,1004.421,4957.45,9117.997,9836.403,9937.707,10529.235,10529.235,10529.235,0,,,
2870,3,5806.214,1003.483,1785.284,4773.897,9660.242,10053.02,10539.363,10539.363,10539.363,0,,,
2875,3,5617.653,1593.831,2269.239,5794.678,8659.365,9001.572,9027.548,9027.548,9027.548,0,,,
2880,3.6,5111.388,1005.038,1793.694,5301.825,8306.535,8934.881,8960.479,8960.479,8960.479,0,,,
2885,3.6,5509.831,1185.854,4617.135,4926.735,7891.87,8719.845,9246.545,9246.545,9246.545,0,,,
2890,4,4840.637,1644.449,2904.347,5586.736,6464.828,6966.635,10106.247,10106.247,10106.247,0,,,
2895,3.2,7005.956,1534.683,6046.003,7910.325,9754.192,10129.879,10255.562,10255.562,10255.562,0,,,
2900,3.4,5633.017,1535.485,1751.276,4658.822,8710.732,9204.67,13416.404,13416.404,13416.404,0,,,
2905,3.6,4736.972,1004.075,1910.12,4885.436,7267.242,8753.751,9072.276,9072.276,9072.276,0,,,
2910,3.6,5627.138,1091.867,3649.403,5579.268,6618.779,9292.693,10721.11,10721.11,10721.11,0,,,
2915,4,4125.205,1022.277,1734.958,4822.139,5650.622,6208.198,8859.415,8859.415,8859.415,0,,,
2920,4.8,5800.201,1004.35,4379.578,6046.791,8027.546,9992.793,10107.346,13043.745,13043.745,0,,,
2925,3.6,4151.787,1100.946,1894.761,4059.027,5195.479,8513.468,9074.474,9074.474,9074.474,0,,,
2930,4.4,4421.298,1003.8,1685.049,5228.531,5746.639,9039.883,9256.272,9594.242,9594.242,0,,,
2935,4.8,4919.225,1002.871,3456.39,4709.733,6865.362,7484.138,9780.6,10625.122,10625.122,0,,,
2940,3.2,6032.33,1030.035,1877.41,6255.686,9255.08,10083.5,15765.04,15765.04,15765.04,0,,,
2945,3.6,4933.799,1006.205,1726.732,5370.197,6506.824,9539.111,9865.489,9865.489,9865.489,0,,,
2950,4,5471.25,1581.595,4242.21,5386.448,7943.745,8554.812,8695.365,8695.365,8695.365,0,,,
2955,3.4,5746.685,1003.518,4201.463,5244.537,5854.779,10241.513,15589.654,15589.654,15589.654,0,,,
2960,4,4972.235,1003.197,1743.289,5971.253,7200.804,11270.814,13041.474,13041.474,13041.474,0,,,
2965,4.2,4726.248,1088.742,3139.818,4468.918,7233.511,8184.271,8327.636,8494.721,8494.721,0,,,
2970,4,4652.865,1004.977,1617.749,5613.93,6723.025,8253.516,8728.558,8728.558,8728.558,0,,,
2975,4.8,3915.009,1003.774,2863.91,3466.465,5405.725,6359.327,6715.725,10611.96,10611.96,0,,,
2980,4.8,5452.341,1560.997,3624.732,6181.288,6849.299,8470.663,9381.53,9633.183,9633.183,0,,,
2985,4.2,4956.953,1121.234,1674.902,4484.098,6840.383,9724.736,10743.038,10859.967,10859.967,0,,,
2990,3.2,5635.987,1005.102,2587.918,5209.088,10270.16,10466.627,10580.932,10580.932,10580.932,0,,,
2995,3.6,4847.811,1003.248,1727.253,5445.925,8236.053,8873.867,9030.598,9030.598,9030.598,0,,,
3000,4.6,4649.862,1003.405,1757.154,4192.482,7268.534,9005.983,9326.315,9801.725,9801.725,0,,,
3005,4.6,4079.411,1002.442,1945.158,3533.076,5681.108,7343.494,9173.806,9859.379,9859.379,0,,,
3010,4.4,5776.914,1003.496,3606.88,5687.927,7427.886,7988.092,9208.57,16375.95,16375.95,0,,,
3015,3.6,4708.283,1004.334,1590.46,5501.709,6811.585,8872.937,11922.056,11922.056,11922.056,0,,,
3020,3.6,5238.72,1021.372,1677.295,6180.68,7441.951,8808.557,12455.577,12455.577,12455.577,0,,,
3025,4.2,4996.843,1003.646,4333.807,4893.114,5377.969,7926.192,8687.118,10384.765,10384.765,0,,,
3030,4,4252.623,1003.925,2889.308,4601.75,5967.235,7321.109,8236.722,8236.722,8236.722,0,,,
3035,3.8,5823.122,1517.625,2103.312,6287.738,8479.383,8954.077,11018.826,11018.826,11018.826,0,,,
3040,4.4,4557.745,1004.504,1676.998,4542.452,7442.213,8019.865,8167.987,9413.463,9413.463,0,,,
3045,4,4466.043,1090.794,3264.723,4952.307,5962.147,7099.633,10182.473,10182.473,10182.473,0,,,
3050,3.6,4680.346,1467.859,3281.309,4785.991,6398.392,7233.895,7792.933,7792.933,7792.933,0,,,
3055,5,5654.012,1003.465,3933.412,6004.817,7900.798,9004.583,9129.023,10491.684,10491.684,0,,,
3060,3.4,5789.077,1002.841,3064.115,5666.938,9538.164,10365.219,12295.437,12295.437,12295.437,0,,,
3065,3.8,5122.324,1003.857,1727.695,5143.959,7994.756,9805.96,10190.696,10190.696,10190.696,0,,,
3070,2.8,6622.825,2445.397,4834.856,5828.634,9236.141,10012.377,10171.447,10171.447,10171.447,0,,,
3075,3.4,5881.694,999.266,4573.669,5584.175,9411.711,10596.554,10797.824,10797.824,10797.824,0,,,
3080,2.8,6272.542,1551.658,5586.575,5912.273,6730.151,10164.912,10657.777,10657.777,10657.777,0,,,
3085,3,5964.444,1710.618,5135.512,5611.776,7800.599,8144.533,8629.252,8629.252,8629.252,0,,,
3090,3.6,5667.701,1004.444,3590.447,5018.32,8345.086,10341.077,11727.979,11727.979,11727.979,0,,,
3095,3.2,5890.323,1593.991,3924.87,5395.127,9262.851,10089.383,10122.755,10122.755,10122.755,0,,,
3100,3.4,5330.703,1509.266,4918.821,5702.26,6295.463,8159.273,9528.459,9528.459,9528.459,0,,,
3105,4.4,4588.947,1024.022,4201.486,4509.688,5654.208,7717.32,7718.832,7727.031,7727.031,0,,,
3110,4,5094.729,1029.479,3331.538,4820.641,8345.779,8807.193,9115.217,9115.217,9115.217,0,,,
3115,3.6,5738.234,1003.476,1552.004,6281.496,7275.682,11133.422,11225.605,11225.605,11225.605,0,,,
3120,4,4764.888,1003.585,1770.071,4858.633,8124.924,9050.525,9519.105,9519.105,9519.105,0,,,
3125,3.6,5613.472,1133.562,4490.418,4733.293,7841.795,9102.788,9145.28,9145.28,9145.28,0,,,
3130,4,4778.168,1003.91,3515.162,5018.315,6078.72,9032.278,9337.589,9337.589,9337.589,0,,,
3135,3.6,4599.236,1084.517,1935.184,4925.859,6855.31,7798.07,8208.636,8208.636,8208.636,0,,,
3140,4.4,4757.125,1004.537,4008.476,4217.484,4906.305,7191.44,7842.028,14675.922,14675.922,0,,,
3145,5.6,5254.617,1087.559,3102.622,5762.103,6731.413,9144.634,10046.901,12742.712,12742.712,0,,,
3150,3.8,4416.267,1004.077,1752.076,3421.37,7730.936,8542.862,8683.347,8683.347,8683.347,0,,,
3155,3.6,4870.465,1089.292,1877.664,4482.82,7790.968,8934.264,9284.706,9284.706,9284.706,0,,,
3160,4,5460.46,1003.072,4658.704,4942.475,8709.699,9273.134,9428.998,9428.998,9428.998,0,,,
3165,4.2,4461.878,1003.205,1610.334,5281.562,5612.429,8225.634,9451.662,9729.793,9729.793,0,,,
3170,4.2,4552.317,1003.806,1742.995,3857.408,7499.127,8677.661,9303.615,9420.63,9420.63,0,,,
3175,4.4,4387.999,1103.686,1539.036,3523.327,7415.641,8577.057,8626.926,9170.493,9170.493,0,,,
3180,4.4,5107.801,1021.633,2936.695,5076.469,7423.186,7823.478,10297.212,10588.963,10588.963,0,,,
3185,3.6,5169.077,1107.389,4007.271,5294.563,7355.908,8443.541,8627.88,8627.88,8627.88,0,,,
3190,4.4,4035.614,1004.476,1803.092,4660.988,5161.479,7318.438,7644.164,9725.31,9725.31,0,,,
3195,4.4,5730.378,1029.355,3063.815,5094.261,8203.429,9624.159,11695.439,13671.131,13671.131,0,,,
3200,3.2,6349.65,1750.843,2537.835,5754.007,9871.569,10123.18,10263.959,10263.959,10263.959,0,,,
3205,3.4,4886.959,1501.974,1684.048,4282.356,8919.852,9939.016,10021.862,10021.862,10021.862,0,,,
3210,3.4,7533.924,1459.847,4339.901,8026.769,10984.95,15309.366,15495.737,15495.737,15495.737,0,,,
3215,3.4,4417.146,1584.437,1769.287,3642.187,7107.739,10596.409,10865.96,10865.96,10865.96,0,,,
3220,3.4,5167.16,1004.844,4648.94,5953.063,6026.915,9336.158,9637.419,9637.419,9637.419,0,,,
3225,3.8,5528.925,1003.891,4341.722,5135.538,8300.5,9813.65,12285.818,12285.818,12285.818,0,,,
3230,3.8,4729.543,1004.344,1893.963,4016.151,8166.713,8818.554,9010.408,9010.408,9010.408,0,,,
3235,3.6,6240.028,1003.978,3691.406,7714.844,8124.805,8792.761,11800.426,11800.426,11800.426,0,,,
3240,3.2,5848.51,1004.708,3539.444,5818.855,8886.196,9745.904,10857.62,10857.62,10857.62,0,,,
3245,4.2,3925.936,1076.117,1651.686,4299.396,6337.759,6755.773,6788.271,7022.855,7022.855,0,,,
3250,4.6,4993.374,1004.497,1592.409,6222.207,7123.56,8311.488,8986.743,9144.604,9144.604,0,,,
3255,4.2,4097.798,999.982,2028.826,3138.612,5294.22,7416.933,7433.977,8140.383,8140.383,0,,,
3260,4.6,4747.092,1019.025,1600.025,5411.449,6855.549,7306.048,7397.782,7534.446,7534.446,0,,,
3265,4.2,5894.457,1003.771,3279.577,5602.159,9176.864,10139.001,10180.447,10556.516,10556.516,0,,,
3270,3.2,4895.764,1392.826,4859.362,5713.407,6104.351,6228.712,8780.597,8780.597,8780.597,0,,,
3275,5.4,3604.459,1004.252,1910.775,3423.542,4492.102,6296.881,6490.536,10200.268,10200.268,0,,,
3280,5.4,4093.911,1593.245,1884.804,4058.941,5778.855,7531.551,7632.4,7874.233,7874.233,0,,,
3285,4.8,4853.042,1002.921,3732.463,4416.876,7365.444,7865.23,8466.288,9914.873,9914.873,0,,,
3290,3.6,5469.216,1089.949,3732.662,5485.082,8416.844,8700.604,11477.441,11477.441,11477.441,0,,,
3295,4.2,3883.563,1004.139,1601.105,4642.839,5730.141,7559.117,7859.29,8509.811,8509.811,0,,,
3300,4.2,5620.979,1004.011,4291.175,4683.73,7365.676,9195.764,10840.334,13154.829,13154.829,0,,,
3305,4.6,4867.432,1003.294,1701.34,4940.571,6654.554,9296.44,10014.98,11310.32,11310.32,0,,,
3310,3.4,4921.145,1004.935,1718.105,5554.408,7181.816,8854.196,9964.153,9964.153,9964.153,0,,,
3315,3.8,6102.245,1651.32,4344.046,5512.192,9180.936,9940.841,9999.4,9999.4,9999.4,0,,,
3320,3,6079.104,1006.981,1818.323,6757.007,9329.388,9397.139,12563.031,12563.031,12563.031,0,,,
3325,3.6,6190.444,1004.453,2303.258,7090.586,8109.186,14601.544,15328.043,15328.043,15328.043,0,,,
3330,3,4727.164,1004.189,1794.255,5202.712,8310.536,8796.366,8840.36,8840.36,8840.36,0,,,
3335,3.6,4807.634,1000.028,4325.51,4910.792,6047.614,8739.373,9998.823,9998.823,9998.823,0,,,
3340,5,5239.466,1082.45,3381.316,5252.871,7400.944,8626.86,9044.841,9613.397,9613.397,0,,,
3345,3,5364.899,1626.514,4308.626,4434.728,7708.544,7903.422,8175.394,8175.394,8175.394,0,,,
3350,4.2,5866.094,1035.701,1843.921,6404.971,8452.487,9645.657,11092.528,12135.846,12135.846,0,,,
3355,3.4,5056.075,999.183,1785.595,4784.697,8776.313,10474.389,11183.753,11183.753,11183.753,0,,,
3360,3.8,4419.096,1004.196,1593.338,5061.12,7182.785,7683.83,7884.601,7884.601,7884.601,0,,,
3365,4.4,5053.985,1004.137,1727.029,4725.908,7509.137,9137.235,9843.249,11871.897,11871.897,0,,,
3370,3.6,5576.688,1109.783,2353.743,5980.504,6748.886,9523.602,13686.848,13686.848,13686.848,0,,,
3375,4.8,3924.834,1130.419,1852.019,3557.422,6590.165,7363.039,8062.155,8379.093,8379.093,0,,,
3380,3.8,5564.913,1383.59,2086.569,5203.437,8922.002,10592.694,11051.054,11051.054,11051.054,0,,,
3385,3.4,5709.464,1491.754,2461.367,4358.43,7625.888,13416.022,13665.88,13665.88,13665.88,0,,,
3390,4,4166.737,1004.402,1677.079,4495.584,5912.519,8503.461,10431.882,10431.882,10431.882,0,,,
3395,4.2,5901.82,1017.705,4158.187,5594.368,8645.542,8921.276,8954.162,10967.911,10967.911,0,,,
3400,3.4,4808.347,1004.178,3155.275,4451.705,7000.002,7467.808,8896.41,8896.41,8896.41,0,,,
3405,4.4,4928.857,999.4,1868.504,4568.987,7147.465,7809.292,8262.803,11454.655,11454.655,0,,,
3410,3.6,5630.377,1005.396,4184.397,5745.933,8344.604,8596.542,8989.549,8989.549,8989.549,0,,,
3415,3.6,5496.666,1004.057,2853.753,5437.129,7206.681,10683.17,11626.698,11626.698,11626.698,0,,,
3420,3.4,5344.279,1027.63,1726.545,5402.748,7550.429,9621.477,10087.464,10087.464,10087.464,0,,,
3425,3.2,6896.059,1466.842,5376.984,6238.053,9203.934,10699.463,16031.322,16031.322,16031.322,0,,,
3430,3.8,3991.139,1109.498,1551.471,3990.176,5353.995,8888.249,9856.514,9856.514,9856.514,0,,,
3435,3.6,6050.848,1585.212,4810.609,5746.059,7950.855,9423.005,12471.623,12471.623,12471.623,0,,,
3440,3.4,6108.122,1030.546,4503.375,5178.117,8166.739,11316.893,11334.1,11334.1,11334.1,0,,,
3445,3.8,5935.967,1003.667,3256.008,5244.072,8326.444,9676.727,15477.711,15477.711,15477.711,0,,,
3450,2.6,6207.208,1660.159,4934.169,5727.468,9095.532,9864.348,10089.075,10089.075,10089.075,0,,,
3455,3.4,5529.244,1097.989,4884.699,5436.486,7133.1,9880.964,10205.662,10205.662,10205.662,0,,,
3460,3.8,4509.621,1003.005,1693.99,3840.893,6931.191,7884.572,10565.539,10565.539,10565.539,0,,,
3465,3.6,5541.519,1014.574,1676.91,6271.454,8501.777,9921.232,9996.896,9996.896,9996.896,0,,,
3470,3.4,6209.052,1093.103,4466.405,5727.414,8517.818,8911.576,9019.823,9019.823,9019.823,0,,,
3475,3.8,5011.588,1004.057,1576.388,5343.224,8735.348,10522.997,10863.357,10863.357,10863.357,0,,,
3480,4,4398.493,1004.204,1677.164,5260.785,6146.492,7031.984,8594.82,8594.82,8594.82,0,,,
3485,4.6,4725.686,1518.432,3966.272,4583.63,5184.8,6905.551,8207.423,8768.256,8768.256,0,,,
3490,3.4,7463.561,1634.33,5042.762,7498.223,8925.539,10581.056,18473.112,18473.112,18473.112,0,,,
3495,3,5530.439,1004.734,1577.472,5635.93,6990.06,12066.481,12326.303,12326.303,12326.303,0,,,
3500,2.8,5767.734,1441.887,2303.569,6887.23,7465.611,8025.599,9922.766,9922.766,9922.766,0,,,
3505,4.6,4815.47,1003.41,1460.228,4702.099,8670.896,9046.092,9429.535,9755.794,9755.794,0,,,
3510,3.6,4772.924,1002.547,1985.305,5085.87,5889.097,9073.834,10151.58,10151.58,10151.58,0,,,
3515,4,6204.064,3618.029,4593.055,6557.053,7516.567,10175.073,11227.606,11227.606,11227.606,0,,,
3520,3.2,5979.11,1003.09,3948.695,5361.432,9686.997,10967.623,14033.159,14033.159,14033.159,0,,,
3525,2.6,6425.98,1004.574,1696.926,6546.763,9247.223,11217.38,14845.275,14845.275,14845.275,0,,,
3530,3.2,5937.006,1568.528,5127.588,5754.157,9440.064,9883.017,10109.234,10109.234,10109.234,0,,,
3535,3.6,5554.358,1003.515,1785.939,5270.278,8654.693,9748.688,12942.213,12942.213,12942.213,0,,,
3540,4,4794.92,1024.398,3798.883,4141.788,6899.279,8945.136,9242.467,9242.467,9242.467,0,,,
3545,3.8,4138.732,1004.009,2663.154,4874.44,5161.967,5856.106,6899.89,6899.89,6899.89,0,,,
3550,4.8,4850.126,1003.125,2914.147,5179.486,7231.134,8449.337,8509.882,9127.702,9127.702,0,,,
3555,4,4890.215,1024.092,1876.872,5134.065,6212.323,10049.153,12103.276,12103.276,12103.276,0,,,
3560,4.8,5116.075,1003.45,1968.354,4093.195,7233.403,9155.451,12357.008,13852.524,13852.524,0,,,
3565,4.6,4001.955,1003.679,1493.079,3022.487,6031.091,8571.979,8930.03,11587.701,11587.701,0,,,
3570,4,5090.992,1022.927,3223.275,5260.745,7592.722,8396.991,10065.04,10065.04,10065.04,0,,,
3575,4.2,4498.702,1003.649,1651.648,4203.752,7332.612,8376.899,8451.047,10373.653,10373.653,0,,,
3580,5.2,4232.926,1003.522,1530.657,4174.337,6254.69,8544.66,9829.084,13642.363,13642.363,0,,,
3585,4.2,4307.43,1003.454,1577.355,3967.214,6655,7799.445,8763.128,10159.352,10159.352,0,,,
3590,4,5218.619,1003.185,1710.926,5528.489,8228.539,10659.872,12498.259,12498.259,12498.259,0,,,
3595,4.6,4694.292,1004.151,3021.855,4525.556,7217.505,7867.892,7942.899,7997.941,7997.941,0,,,
3600,3.2,5349.232,1004.342,4658.483,5126.59,5343.706,8660.626,11667.985,11667.985,11667.985,0,,,
3605,4,5591.33,1418.145,4308.544,4984.674,7734.08,10181.621,11878.197,11878.197,11878.197,0,,,
3610,4.4,4919.236,1004.836,1802.283,5036.535,6799.066,8845.634,11054.516,11071.711,11071.711,0,,,
3615,3.8,4252.342,1551.594,2329.613,4033.92,6427.633,7170.442,7243.614,7243.614,7243.614,0,,,
3620,4.4,5018.2,1130.193,1705.052,5168.541,7632.73,8500.463,8961.285,9571.706,9571.706,0,,,
3625,3.4,5805.14,1527.25,5477.549,6161.228,6453.289,8000.376,8475.969,8475.969,8475.969,0,,,
3630,4,5216.983,1029.064,4115.471,4700.709,8259.418,8760.958,9295.724,9295.724,9295.724,0,,,
3635,3.6,6564.985,1003.853,4067.322,8141.543,9252.975,11919.409,12603.225,12603.225,12603.225,0,,,
3640,3,4303.365,1003.27,1600.846,5310.523,6348.037,7183.994,7976.663,7976.663,7976.663,0,,,
3645,4,5566.432,1003.527,3824.446,5562.424,8010.034,9356.399,11253.174,11253.174,11253.174,0,,,
3650,3.6,5433.372,1005.192,1859.929,5162.459,9213.461,9597.556,11475.804,11475.804,11475.804,0,,,
3655,4.4,3940.304,1019.925,1591.928,3922.768,6805.32,7138.681,7565.43,7849.13,7849.13,0,,,
3660,3.2,6865.037,1692.522,5010.042,6027.866,9754.723,10932.184,11383.611,11383.611,11383.611,0,,,
3665,3.2,6071.555,1634.846,5845.19,6439.712,8019.405,8880.628,9222.588,9222.588,9222.588,0,,,
3670,3.6,4931.314,1626.424,3549.103,4176.853,7193.608,8104.507,9915.981,9915.981,9915.981,0,,,
3675,4.2,4966.109,1003.075,3824.331,4596.525,7182.744,7627.81,7726.668,10074.689,10074.689,0,,,
3680,4,5559.59,1004.131,4065.387,5646.241,8368.926,9095.474,11586.349,11586.349,11586.349,0,,,
3685,3.8,4934.373,1475.651,1651.684,4933.797,7574.716,9254.338,12036.187,12036.187,12036.187,0,,,
3690,3.8,5562.039,1003.789,4344.509,4826.025,8727.604,9680.467,11736.775,11736.775,11736.775,0,,,
3695,3.6,5102.011,1002.684,1600.911,5236.771,6181.266,9430.945,15337.634,15337.634,15337.634,0,,,
3700,3.2,6617.227,1004.081,4625.272,5369.75,10048.091,10859.945,13891.233,13891.233,13891.233,0,,,
3705,3,6265.77,1518.43,1583.508,6046.383,10558.556,11219.131,15046.394,15046.394,15046.394,0,,,
3710,3.8,4537.13,1005.83,1801.118,4843.579,6363.711,7493.228,8886.605,8886.605,8886.605,0,,,
3715,5.2,5429.52,1003.843,1526.838,2970.85,10007.935,11260.709,11655.034,16199.757,16199.757,0,,,
3720,2.2,4480.601,1476.17,1643.075,5629.669,6156.177,6398.74,9922.429,9922.429,9922.429,0,,,
3725,4,5130.568,1114.899,3898.685,5477.753,7593.024,8711.454,11093.98,11093.98,11093.98,0,,,
3730,4.2,5481.046,1004.55,3850.343,4901.128,8497.654,8837.194,9137.218,12168.439,12168.439,0,,,
3735,3.6,4549.388,999.874,1585.381,5068.544,7550.922,8720.991,8897.384,8897.384,8897.384,0,,,
3740,4.8,4380.073,1003.116,1927.842,4633.441,6248.598,8141.799,8154.865,8360.522,8360.522,0,,,
3745,4.4,3831.237,999.773,1668.176,3047.418,5110.89,6747.4,8922.058,9722.204,9722.204,0,,,
3750,5.4,4855.003,1003.514,3676.305,4633.749,6279.614,8599.444,8737.029,11167.881,11167.881,0,,,
3755,4.2,4935.831,1003.07,1801.477,4502.438,7742.082,8935.157,9514.729,9555.861,9555.861,0,,,
3760,4,4783.989,1182.434,2045.776,4860.26,7451.122,7752.156,8184.333,8184.333,8184.333,0,,,
3765,3.4,6116.974,1003.882,1700.773,6645.737,8601.886,10774.402,10781.942,10781.942,10781.942,0,,,
3770,3.4,5110.354,1200.006,1684.812,6305.43,6547.397,10405.997,10782.071,10782.071,10782.071,0,,,
3775,3.4,4562.999,999.89,4384.753,4608.511,5360.321,7047.916,8453.394,8453.394,8453.394,0,,,
3780,5.2,5296.301,1097.165,3825.185,4552.077,6697.798,8208.407,9441.654,11852.214,11852.214,0,,,
3785,3,5770.994,1567.795,1760.594,5435.536,8258.517,9018.668,12037.329,12037.329,12037.329,0,,,
3790,3.2,5123.083,1434.232,4091.479,4902.579,7944.221,8126.502,10291.146,10291.146,10291.146,0,,,
3795,5,4568.716,1004.931,3463.655,4476.934,5279.236,7728.204,9416.508,10592.784,10592.784,0,,,
3800,4.6,4916.577,1004.766,2797.021,5361.938,6255.175,9316.967,9455.965,9530.382,9530.382,0,,,
3805,3,5433.035,1484.787,1902.056,5745.461,7017.295,9222.171,9857.902,9857.902,9857.902,0,,,
3810,4.4,4661.493,1003.323,3473.195,4660.219,5738.078,6665.233,7468.946,13250.761,13250.761,0,,,
3815,3.2,5537.078,3071.029,4969.205,5278.705,6290.173,8690.153,9146.068,9146.068,9146.068,0,,,
3820,4.4,5007.869,1376.008,3932.042,4862.731,6973.952,7377.281,8071.035,9240.67,9240.67,0,,,
3825,4,4840.17,1000.037,1651.899,4609.172,7834.37,10465.714,10775.776,10775.776,10775.776,0,,,
3830,4.2,5730.305,1003.936,2428.664,5854.528,7735.004,9431.413,11068.942,14431.547,14431.547,0,,,
3835,4.8,4024.613,1004.444,1501.35,2913.716,6313.336,8887.885,9513.124,9940.345,9940.345,0,,,
3840,3.8,5275.776,1096.491,1793.414,4309.635,8469.299,9591.076,9812.811,9812.811,9812.811,0,,,
3845,3.2,6155.653,1702.186,4148.788,6028.305,9024.271,9753.712,13286.686,13286.686,13286.686,0,,,
3850,3.2,5932.751,1518.066,4531.687,5368.695,8809.52,8942.92,12010.224,12010.224,12010.224,0,,,
3855,4.2,4369.936,1000.271,1593.661,4758.859,6492.117,8283.961,8977.991,9093.773,9093.773,0,,,
3860,3.8,4898.97,1004.009,1667.765,5343.909,7491.699,8067.766,8534.772,8534.772,8534.772,0,,,
3865,4,5525.147,1517.128,3740.443,4734.689,8025.871,8953.039,9052.702,9052.702,9052.702,0,,,
3870,3.6,5870.29,1003.38,2004.522,5476.758,9302.67,9829.305,12847.058,12847.058,12847.058,0,,,
3875,3,5098.074,1500.978,1676.46,4868.827,8327.548,8978.472,9453.764,9453.764,9453.764,0,,,
3880,4,4890.4,1003.541,2528.826,4968.599,7584.1,8702.646,10476.631,10476.631,10476.631,0,,,
3885,4,5545.952,1155.867,3815.957,4808.837,8284.416,9486.873,10447.439,10447.439,10447.439,0,,,
3890,3.4,6130.113,1004.649,5686.241,6471.328,7340.84,10163.794,10807.609,10807.609,10807.609,0,,,
3895,3.2,4421.437,1466.82,2010.451,4476.789,6849.093,7149.186,8436.825,8436.825,8436.825,0,,,
3900,5.4,4331.023,1087.13,3348.228,4026.055,6213.299,7350.198,7408.605,8829.202,8829.202,0,,,
3905,5,3771.94,1004.083,3485.951,3756.685,4176.051,5989.054,6347.029,7417.26,7417.26,0,,,
3910,4.2,6504.044,1002.933,4175.342,6338.338,7390.47,10276.363,11838.158,15229.775,15229.775,0,,,
3915,4.4,3891.364,1003.771,1407.754,2862.705,5522.203,9190.587,9817.008,10034.809,10034.809,0,,,
3920,4.2,4541.693,1091.851,2363.263,4652.135,5402.157,8244.119,8386.728,8461.813,8461.813,0,,,
3925,4.2,4871.579,1525.39,2853.936,4859.673,6537.75,8969.666,9362.022,9470.696,9470.696,0,,,
3930,4.4,4461.954,1004.015,1634.449,5177.139,5359.954,8456.685,8888.392,9204.39,9204.39,0,,,
