time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,time(sec), throughput(req/sec), avg_lat(ms)
11645,3,4914.632,1592.707,2720.583,4460.476,7760.54,8134.899,8786.277,8786.277,8786.277,0,,,
11650,4,4732.229,1003.08,1768.113,5753.963,6381.065,8068.41,9638.908,9638.908,9638.908,0,,,
11655,5.2,5518.496,1004.992,1734.698,6321.972,7290.231,10555.879,10807.513,12912.533,12912.533,0,,,
11660,3.8,5149.528,1099.521,1743.831,4676.08,7483.853,9050.72,12520.222,12520.222,12520.222,0,,,
11665,3.8,4720.336,1000.088,1414.782,3907.201,8264.059,9622.857,9789.715,9789.715,9789.715,0,,,
11670,3.4,4562.523,1426.122,1801.668,5086.199,5696.956,7251.114,8812.826,8812.826,8812.826,0,,,
11675,4.6,5721.127,1194.007,3472.676,5084.276,8510.507,9759.382,10707.685,11058.286,11058.286,0,,,
11680,4,3735.807,1003.636,1542.542,4885.705,5489.015,7382.928,8244.904,8244.904,8244.904,0,,,
11685,4,6017.803,1526.311,4215.217,6784.346,7867.222,8309.974,8787.11,8787.11,8787.11,0,,,
11690,3.4,4801.608,1503.628,1876.668,4590.926,5142.564,8652.014,10197.689,10197.689,10197.689,0,,,
11695,3.4,5771.964,1117.115,4467.28,5076.069,7942.384,10435.278,10860.793,10860.793,10860.793,0,,,
11700,3.6,5291.511,1003.293,3231,5262.744,7058.917,10760.149,13008.418,13008.418,13008.418,0,,,
11705,4.6,4828.269,1004.072,2963.859,3942.571,7358.243,8043.265,8050.662,8786.927,8786.927,0,,,
11710,3.4,5132.74,1003.813,2912.818,5318.972,5888.258,9296.154,9300.06,9300.06,9300.06,0,,,
11715,4,4986.655,1676.57,3974.713,4793.368,5388.219,8346.543,10686.17,10686.17,10686.17,0,,,
11720,4.2,5197.184,1285.532,3531.564,4151.707,7251.302,8143.21,10192.641,10659.669,10659.669,0,,,
11725,4.6,4996.651,1006.148,1525.959,5002.512,6061.983,10582.494,10875.504,16960.662,16960.662,0,,,
11730,3,6289.891,1568.852,2479.068,6739.264,8544.271,11727.598,12237.08,12237.08,12237.08,0,,,
11735,3.8,5378.064,1002.53,1500.35,3574.102,9181.097,11510.712,14285.222,14285.222,14285.222,0,,,
11740,3,5607.626,1610.391,3967.456,5378.893,8234.975,8344.385,8804.281,8804.281,8804.281,0,,,
11745,3.4,5448.141,1029.681,4001.578,4684.175,7665.41,9371.65,9805.251,9805.251,9805.251,0,,,
11750,4.2,5391.77,1003.669,1945.225,5386.017,8444.265,9180.993,9205.277,9254.877,9254.877,0,,,
11755,4,5080.977,1098.033,1835.686,5169.937,8170.051,9062.774,9480.822,9480.822,9480.822,0,,,
11760,3.2,5292.996,1003.992,2462.378,5503.079,8319.584,8805.377,8945.67,8945.67,8945.67,0,,,
11765,4.6,4152.256,1004.048,1768.199,4526.579,5061.14,7125.881,7323.569,7502.12,7502.12,0,,,
11770,5,4283.42,1005.133,2538.61,4259.51,4702.56,7453.165,7518.355,7995.529,7995.529,0,,,
11775,4.8,4074.14,1004.496,1505.023,4266.916,7199.69,7452.99,7825.94,8352.435,8352.435,0,,,
11780,4,5263.239,1003.823,3898.823,4760.04,8035.329,9593.571,10017.35,10017.35,10017.35,0,,,
11785,3.2,5415.377,1508.91,4787.316,5722.92,6651.357,7553.825,10286.756,10286.756,10286.756,0,,,
11790,4.4,5456.822,1602.001,3282.222,5553.958,7100.23,8363.076,9288.07,11955.312,11955.312,0,,,
11795,3.8,4775.56,1003.153,1843.755,4861.527,7752.706,8278.141,8387.744,8387.744,8387.744,0,,,
11800,4.6,4835.839,1004.237,3682.116,4669.285,7201.881,7567.166,7947,8462.338,8462.338,0,,,
11805,4.2,4082.679,1004.249,1701.721,3909.012,5161.152,6732.566,7793.51,9981.052,9981.052,0,,,
11810,4.2,5762.18,1092.711,3915.174,6463.196,7431.44,8641.71,8892.77,11359.319,11359.319,0,,,
11815,3.8,4828.151,1004.895,1425.303,4911.474,5727.269,9604.773,13623.678,13623.678,13623.678,0,,,
11820,3.6,5850.737,1000.258,4407.808,4834.61,8353.564,10524.612,12856.466,12856.466,12856.466,0,,,
11825,3.2,5920.945,1625.985,5027.496,5822.225,9214.42,9739.544,10407.413,10407.413,10407.413,0,,,
11830,3.4,5009.564,1585.151,1918.773,5135.357,7550.835,7668.119,8050.516,8050.516,8050.516,0,,,
11835,4.4,5653.258,1003.735,3248.822,5202.651,8485.018,9516.907,9930.571,13873.488,13873.488,0,,,
11840,3,5486.889,1543.882,3906.672,4942.039,8984.632,9921.169,10213.972,10213.972,10213.972,0,,,
11845,3.2,6604.563,1450.74,2028.688,7048.854,8743.422,13040.641,15820.297,15820.297,15820.297,0,,,
11850,3.2,6086.245,1003.915,1889.899,7375.102,9931.084,12219.721,15652.887,15652.887,15652.887,0,,,
11855,3,5478.099,1078.229,1734.149,5852.823,9386.021,9972.957,10122.554,10122.554,10122.554,0,,,
11860,3.8,4859.095,1024.864,1476.406,5117.466,8083.841,8642.938,9112.034,9112.034,9112.034,0,,,
11865,3.8,5642.043,1002.048,4724.564,4950.955,8336.239,8892.792,11553.205,11553.205,11553.205,0,,,
11870,4.8,4765.614,1005.053,1627.012,5502.734,7760.98,9363.577,9868.457,11580.226,11580.226,0,,,
11875,3.8,4898.117,1004.433,1543.505,4459.625,7533.96,10736.329,13736.276,13736.276,13736.276,0,,,
11880,3.6,4858.227,1760.599,3807.471,4677.014,6190.723,7636.164,9776.525,9776.525,9776.525,0,,,
11885,4.2,4433.477,1003.402,1635.268,4428.752,5345.899,7500.315,9657.716,10026.608,10026.608,0,,,
11890,3.8,5817.17,1626.745,3907.542,4759.378,8261.43,9062.999,11561.497,11561.497,11561.497,0,,,
11895,5.2,3735.63,999.28,1626.386,4050.736,5914.037,6649.668,7442.831,9652.405,9652.405,0,,,
11900,4.4,4839.928,1004.069,1693.732,5487.103,6313.154,8486.655,9247.896,9876.893,9876.893,0,,,
11905,3.4,5212.868,999.589,4217.689,5838.451,6590.624,6899.68,8830.268,8830.268,8830.268,0,,,
11910,5.2,4987.358,1004.303,2940.044,4517.032,7170.973,9654.309,10205.416,10865.41,10865.41,0,,,
11915,2.8,6759.531,2478.521,4691.228,7641.518,8108.564,11633.312,11967.394,11967.394,11967.394,0,,,
11920,3.8,4687.78,999.403,1451.124,4797.311,8542.634,9654.361,11283.336,11283.336,11283.336,0,,,
11925,3.2,5697.793,1067.104,4616.975,5553.114,8935.645,9672.512,9839.119,9839.119,9839.119,0,,,
11930,3.8,4791.968,1003.45,1844.068,5503.067,6907.421,7476.793,10484.481,10484.481,10484.481,0,,,
11935,5,4912.472,1004.371,2756.372,5403.21,6005.684,8602.932,8796.346,9304.483,9304.483,0,,,
11940,3.2,5382.309,1005.133,4617.506,5018.333,8460.692,8819.236,9078.829,9078.829,9078.829,0,,,
11945,3.6,5527.434,1004.922,2319.627,5587.46,8522.608,9085.932,9269.357,9269.357,9269.357,0,,,
11950,3.8,6272.451,1041.316,4500.112,7848.13,8391.749,9243.608,12577.063,12577.063,12577.063,0,,,
11955,2.6,5982.025,1601.268,5084.601,6054.78,8517.721,9804.313,9920.132,9920.132,9920.132,0,,,
11960,3.6,4722.72,1028.495,1685.771,4258.683,7623.505,8586.547,8760.478,8760.478,8760.478,0,,,
11965,3.4,5416.436,1467.956,3808.521,5845.867,7481.703,8202.003,8384.713,8384.713,8384.713,0,,,
11970,4,5746.213,1028.753,4434.021,5420.696,7433.2,10633.533,11292.459,11292.459,11292.459,0,,,
11975,4,5008.048,1382.822,4416.514,4994.081,6752.242,7892.934,8237.24,8237.24,8237.24,0,,,
11980,4.4,5771.244,1004.945,2139.004,5964.625,8563.81,9561.608,13314.596,17240.594,17240.594,0,,,
11985,3.6,5564.517,1004.264,1559.508,5523.813,9705.508,10064.593,10073.628,10073.628,10073.628,0,,,
11990,2.8,4879.829,1038.116,1810.143,5402.527,5712.83,9572.106,9674.01,9674.01,9674.01,0,,,
11995,3.6,5187.104,1032.96,4217.583,5437.369,6966.823,8302.353,8872.421,8872.421,8872.421,0,,,
12000,3.4,6739.152,1501.395,3907.426,8060.396,9161.879,9544.65,10130.1,10130.1,10130.1,0,,,
12005,3.4,5126.376,1384.391,1601.631,4583.407,9034.974,10880.507,12126.667,12126.667,12126.667,0,,,
12010,3.4,5165.792,1020.474,1543.553,5141.378,8648.857,9153.265,9971.801,9971.801,9971.801,0,,,
12015,3.6,6371.323,1459.076,5208.939,5662.759,9849.715,11058.856,11078.314,11078.314,11078.314,0,,,
12020,2.8,5374.044,1575.935,1869.773,5898.533,8887.955,10283.776,10642.071,10642.071,10642.071,0,,,
12025,3.4,5328.139,1584.841,4518.345,5262.59,6163.263,9037.759,9296.888,9296.888,9296.888,0,,,
12030,4.4,5594.304,1003.31,3165.19,6641.529,8071.731,9189.898,11297.796,11799.073,11799.073,0,,,
12035,4.2,4161.362,999.812,1869.402,3047.196,4962.21,8780.483,11480.62,11656.569,11656.569,0,,,
12040,5,3983.355,1003.312,2621.815,4108.71,4846.117,7169.839,7355.938,7417.873,7417.873,0,,,
12045,4.4,4318.071,1636.346,3583.891,4076.806,5538.579,6248.196,6374.665,8203.47,8203.47,0,,,
12050,4.4,6024.775,1567.789,3606.582,6414.278,8451.629,8944.463,12127.349,13104.509,13104.509,0,,,
12055,3.4,4772.519,1460.017,1577.123,4384.156,8261.365,9328.351,9462.701,9462.701,9462.701,0,,,
12060,3.2,5941.327,1002.891,5461.33,5936.637,8744.104,8832.372,9228.327,9228.327,9228.327,0,,,
12065,4.2,4366.938,1030.772,1893.335,4887.622,5319.694,7074.694,7224.591,7525.648,7525.648,0,,,
12070,4.6,4950.707,1003.919,3381.715,4775.819,7199.742,7685.233,7851.736,13582.39,13582.39,0,,,
12075,3.6,5463.241,1004.041,3290.119,5317.561,7216.875,9664.539,13100.219,13100.219,13100.219,0,,,
12080,3.4,5690.468,1003.968,5250.887,5956.254,6651.89,9782.299,10483.862,10483.862,10483.862,0,,,
12085,3.6,4812.782,1450.77,3265.007,5521.222,5939.232,8844.913,9237.47,9237.47,9237.47,0,,,
12090,4,5377.142,1343.396,3715.585,5334.352,7416.188,8766.966,10197.447,10197.447,10197.447,0,,,
12095,4,5333.937,1002.697,1877.038,5030.295,8083.677,9054.488,13072.438,13072.438,13072.438,0,,,
12100,3.8,5534.538,1002.929,3289.883,5495.273,8728.31,10282.444,10708.458,10708.458,10708.458,0,,,
12105,3.6,4559.119,1114.214,1635.93,4916.695,7506.533,8460.323,8753.316,8753.316,8753.316,0,,,
12110,4.2,5094.991,1005.23,1776.878,4911.856,7993.196,8622.775,8878.474,13320.446,13320.446,0,,,
12115,3.6,5521.239,1003.373,4751.577,5835.316,6522.496,9144.474,9571.708,9571.708,9571.708,0,,,
12120,3.6,4717.071,1592.723,3548.956,5359.945,6797.686,7316.161,7966.457,7966.457,7966.457,0,,,
12125,5,4083.258,1004.201,1719.26,4358.641,4993.05,7232.087,7383.385,7641.732,7641.732,0,,,
12130,5,4715.098,1026.55,1610.101,4098.664,7840.447,8669.076,8955.588,11383.116,11383.116,0,,,
12135,3.6,4619.222,1004.159,1725.646,4475.949,5228.11,9378.571,9926.392,9926.392,9926.392,0,,,
12140,4.6,5590.416,1140.464,3764.748,5110.56,7649.196,8608.972,8762.369,10498.066,10498.066,0,,,
12145,3,6195.102,1643.766,4533.957,5016.944,8476.27,8616.644,11474.888,11474.888,11474.888,0,,,
12150,4,4973.184,1003.954,1769.243,5063.742,7114.168,11617.169,12050.677,12050.677,12050.677,0,,,
12155,3.6,6025.997,1550.666,4156.381,5060.084,7739.775,11883.572,12968.864,12968.864,12968.864,0,,,
12160,3.2,5314.484,1032.542,4549.701,5384.917,8189.324,9761.584,10138.267,10138.267,10138.267,0,,,
12165,3.6,5596.022,1002.786,1805.667,6779.48,7506.781,11275.757,11901.716,11901.716,11901.716,0,,,
12170,4.2,4297.781,1002.576,1567.538,5166.932,6206.064,7657.755,8553.531,10277.445,10277.445,0,,,
12175,3.8,4683.576,1583.589,2478.414,4416.714,6790.133,8569.266,8913.043,8913.043,8913.043,0,,,
12180,4.4,5413.367,1024.816,3856.903,5622.186,7920.06,8270.653,8872.988,10552.719,10552.719,0,,,
12185,4.4,4957.248,1004.677,1645.121,5021.673,7935.7,9882.393,11401.801,12147.238,12147.238,0,,,
12190,3.6,5297.696,1003.557,1835.102,5287.176,6654.358,10347.992,10824.293,10824.293,10824.293,0,,,
12195,2.8,6524.736,1004.93,5082.492,5595.842,10013.6,10523.202,10618.823,10618.823,10618.823,0,,,
12200,3.2,6858.148,1543.424,3223.225,6239.262,10559.665,10744.526,10802.515,10802.515,10802.515,0,,,
12205,2.8,4892.901,1003.122,3449.318,5689.13,5764.095,7012.899,8028.84,8028.84,8028.84,0,,,
12210,4.2,5132.058,1004.484,3774.437,4801.741,7244.037,7852.773,9328.349,9597.636,9597.636,0,,,
12215,4.2,5112.889,1098.825,3022.828,4677.965,7176.132,8254.217,8311.273,15198.754,15198.754,0,,,
12220,3.8,5345.201,1004.478,1652.327,5178.151,8488.136,9507.286,11212.228,11212.228,11212.228,0,,,
12225,3.8,5679.7,1115.064,1652.137,5955.493,7736.429,8946.944,14461.33,14461.33,14461.33,0,,,
12230,3.6,5145.8,1004.283,1651.234,5487.397,8761.531,9547.641,12759.09,12759.09,12759.09,0,,,
12235,3.8,4780.293,1016.045,1769.152,4719.177,7592.67,8596.28,9629.855,9629.855,9629.855,0,,,
12240,4,4388.094,1003.885,2329.498,4314.484,5627.918,8269.218,8328.202,8328.202,8328.202,0,,,
12245,4.8,4873.744,1003.312,1504.32,4986.342,7753.168,8704.91,9064.076,11229.521,11229.521,0,,,
12250,4.4,4527.768,1003.219,1625.891,3599.217,6271.523,7468.881,8576.505,18189.899,18189.899,0,,,
12255,4,5825.555,1005.303,2664.562,6064.244,8095.657,13091.034,13191.509,13191.509,13191.509,0,,,
12260,3.2,6025.178,1543.124,2580.644,7141.622,10072.248,10574.457,10715.635,10715.635,10715.635,0,,,
12265,3.2,4326.353,1004.432,1641.832,4684.268,6163.806,8918.205,8939.326,8939.326,8939.326,0,,,
12270,4,4532.298,1004.136,1735.363,5194.099,5934.333,9005.062,9865.693,9865.693,9865.693,0,,,
12275,4.6,5013.887,1004.494,2938.007,5427.689,6345.664,8219.096,8871.129,8920.42,8920.42,0,,,
12280,4.2,4542.893,1003.908,3432.571,4744.733,5771.074,6534.134,8967.973,10740.337,10740.337,0,,,
12285,4.6,4138.48,1004.694,1719.168,4169.169,5883.911,7134.581,7618.744,7878.226,7878.226,0,,,
12290,5.4,3978.118,1003.704,1467.861,3932.761,5330.719,7174.399,7777.242,10197.664,10197.664,0,,,
12295,4.8,5383.14,1003.45,3514.37,5595.303,7833.295,9552.96,9803.753,10187.819,10187.819,0,,,
12300,3.6,5061.453,1003.137,1737.169,4324.058,8993.017,9677.462,12357.521,12357.521,12357.521,0,,,
12305,4,5102.692,999.592,1580.672,6096.162,9487.19,9577.821,11229.949,11229.949,11229.949,0,,,
12310,2.8,7145.082,1658.912,5560.557,6754.878,9905.422,11323.14,11357.071,11357.071,11357.071,0,,,
12315,3.4,4913.008,1417.44,1534.271,5955.028,7140.759,7859.197,8652.662,8652.662,8652.662,0,,,
12320,4.4,5055.733,999.687,1568.098,5075.019,7633.604,9921.659,10334.936,11042.965,11042.965,0,,,
12325,3.6,5310.443,1003.591,1542.276,5796.049,7593.4,9992.692,10442.734,10442.734,10442.734,0,,,
12330,3.8,4440.892,1029.826,2956.476,4000.653,6130.3,9013.022,10468.185,10468.185,10468.185,0,,,
12335,4.8,4330.011,1005.407,2363.169,4190.883,6523.79,7399.032,8017.746,8017.844,8017.844,0,,,
12340,3.6,6440.844,1701.299,4633.318,7623.276,8484.52,8843.661,10437.9,10437.9,10437.9,0,,,
12345,3,6627.754,1004.342,4390.374,5569.633,9194.38,12350.683,13330.012,13330.012,13330.012,0,,,
12350,3,5477.284,1559.323,4642.866,4935.167,8435.475,9845.924,9929.484,9929.484,9929.484,0,,,
12355,4,4437.628,1002.813,1734.891,5109.856,5671.25,8510.497,8755.229,8755.229,8755.229,0,,,
12360,4.8,4199.506,1009.369,2645.99,4603.376,5738.185,6500.065,8094.252,9039.969,9039.969,0,,,
12365,4.8,5547.716,1006.144,1952.757,6737.815,8817.25,9528.06,10632.977,11113.262,11113.262,0,,,
12370,2.8,5986.29,1383.364,5335.441,5901.918,7255.427,9637.31,11809.098,11809.098,11809.098,0,,,
12375,3,5823.138,1005.237,4969.298,5886.47,8077.397,9403.682,9621.817,9621.817,9621.817,0,,,
12380,3.6,6272.464,1467.984,4308.123,4876.991,9046.096,9782.057,16229.446,16229.446,16229.446,0,,,
12385,3.2,6069.318,1024.948,4986.626,8344.402,8987.209,9479.611,9673.108,9673.108,9673.108,0,,,
12390,3.8,4822.011,1005.102,1517.441,2008.311,8367.544,13544.9,13762.158,13762.158,13762.158,0,,,
12395,4.2,4103.079,1003.617,1995.572,4800.011,5886.483,6583.377,7188.48,7597.552,7597.552,0,,,
12400,3.8,5999.984,1003.614,1714.774,5623.44,9151.093,10445.74,12408.058,12408.058,12408.058,0,,,
12405,3.8,5214.838,1426.099,1852.046,5011.109,8853.679,9211.396,9746.832,9746.832,9746.832,0,,,
12410,3.4,4774.908,1003.693,1585.156,5561.803,5911.52,8669.01,8929.555,8929.555,8929.555,0,,,
12415,5.4,4450.273,1692.501,2704.936,4484.885,6021.513,7115.764,7608.22,10665.766,10665.766,0,,,
12420,3.4,5196.783,1619.047,3214.864,5259.642,6604.04,8759.922,9329.237,9329.237,9329.237,0,,,
12425,5,3901.933,1002.872,1710.292,4550.229,5519.693,6705.697,6736.938,7598.862,7598.862,0,,,
12430,5.4,4267.985,1197.808,3048.048,3657.953,6146.423,6731.642,8243.406,9009.49,9009.49,0,,,
12435,3.8,5730.507,1020.564,3864.298,4561.556,8342.407,8901.798,8909.647,8909.647,8909.647,0,,,
12440,3.4,5407.353,1005.031,3903.076,5034.015,5952.186,10246.894,10857.763,10857.763,10857.763,0,,,
12445,3.2,5770.467,1443.073,5409.098,6094.872,7406.229,8959.385,10154.599,10154.599,10154.599,0,,,
12450,4.2,5456.106,1171.333,3516.972,5200.972,7156.406,7866.555,10765.752,11024.915,11024.915,0,,,
12455,3,6078.797,1760.844,2621.075,6003.999,9296.578,10415.599,11149.88,11149.88,11149.88,0,,,
12460,3.8,4477.289,1033.126,1960.567,4375.373,6038.293,7273.412,9038.261,9038.261,9038.261,0,,,
12465,5,4794.97,1005.573,3699.455,4491.418,6629.987,7831.32,8131.696,8224.107,8224.107,0,,,
12470,3.6,6168.329,1000.494,2044.186,6261.916,9776.528,10270.636,12568.136,12568.136,12568.136,0,,,
12475,3.2,4554.192,1003.332,1638.704,4875.525,5978.437,8719.672,9209.847,9209.847,9209.847,0,,,
12480,3.8,5559.856,1091.937,4600.698,5001.026,5303.014,8350.895,17657.074,17657.074,17657.074,0,,,
12485,4.4,5495.533,1726.511,3623.718,4808.403,5377.596,8417.965,10219.456,19043.305,19043.305,0,,,
12490,2.8,7042.589,1004.94,5736.558,6219.422,10562.595,11822.074,12577.841,12577.841,12577.841,0,,,
12495,3,4979.969,1004.311,1592.861,6246.379,6907.453,9880.694,12161.257,12161.257,12161.257,0,,,
12500,3.4,5963.854,1087.482,1840.478,6296.532,9897.358,10465.365,10732.373,10732.373,10732.373,0,,,
12505,3,5922.608,1029.208,3146.944,6246.043,9638.438,9788.174,10039.524,10039.524,10039.524,0,,,
12510,3.4,5512.303,1029.414,4458.438,5294.207,7892.694,9028.411,11228.289,11228.289,11228.289,0,,,
12515,3.4,5026.909,1004.839,4182.874,4860.315,6689.613,8375.854,8402.086,8402.086,8402.086,0,,,
12520,4,5748.937,1005.224,3781.66,6821.585,7788.411,8518.548,9411.66,9411.66,9411.66,0,,,
12525,3.6,5577.276,1004.149,1718.233,5844.814,7457.724,10854.783,14380.128,14380.128,14380.128,0,,,
12530,3.6,5075.865,1003.864,4056.739,4792.95,7490.795,8478.486,8816.304,8816.304,8816.304,0,,,
12535,4.2,4251.741,999.775,1437.322,4643.371,5383.302,8565.244,8658.006,8899.326,8899.326,0,,,
12540,4.2,6017.396,1003.797,4599.063,7248.128,7718.221,8320.262,10889.192,11306.393,11306.393,0,,,
12545,3.2,6687.792,1358.087,4015.693,5618.006,8892.37,11264.131,18056.205,18056.205,18056.205,0,,,
12550,3,5374.936,1215.58,4073.817,4933.015,8350.011,8490.605,9000.618,9000.618,9000.618,0,,,
12555,3.6,4359.659,1003.736,1593.5,4690.856,5851.374,7565.382,11175.025,11175.025,11175.025,0,,,
12560,5,4172.729,1002.731,3081.372,3853.447,5278.095,6455.151,8202.558,9068.73,9068.73,0,,,
12565,4.6,5536.959,1003.249,1819.003,4942.678,8766.764,9918.779,10303.598,10796.431,10796.431,0,,,
12570,2.8,5240.513,1004.584,4464.894,5602.51,5903.047,9369.797,10572.281,10572.281,10572.281,0,,,
12575,3.4,5871.384,1138.227,4588.453,5334.371,8807.953,9494.784,10004.976,10004.976,10004.976,0,,,
12580,3.4,6060.847,1476.286,3722.289,5520.51,7999.694,12400.14,12542.267,12542.267,12542.267,0,,,
12585,3.6,6075.775,1000.102,4056.809,5775.635,9643.876,10171.354,12016.8,12016.8,12016.8,0,,,
12590,3.8,4839.931,1004.16,1577.576,5038.473,8750.164,9452.889,9728.338,9728.338,9728.338,0,,,
12595,3.6,5252.692,1003.308,1852.624,5175.033,8332.287,8999.306,9480.986,9480.986,9480.986,0,,,
12600,3.6,5318.846,1003.221,1744.616,5231.134,6095.348,9910.485,10367.222,10367.222,10367.222,0,,,
12605,4,5162.401,1545.483,4042.334,5605.021,6949.691,8020.32,10779.341,10779.341,10779.341,0,,,
12610,4,5036.709,1003.363,1961.377,5078.955,8262.491,10552.393,11989.802,11989.802,11989.802,0,,,
12615,3.8,5941.12,1651.389,2829.955,5112.509,8238.05,9432.43,19382.872,19382.872,19382.872,0,,,
12620,3,5393.291,1004.447,3298.003,5838.574,7926.709,8075.835,8158.896,8158.896,8158.896,0,,,
12625,3.6,5641.705,1107.898,4952.29,5745.49,6354.46,10989.462,11043.428,11043.428,11043.428,0,,,
12630,3.2,6196.516,1559.96,5260.821,5662.932,8260.087,12165.043,12998.109,12998.109,12998.109,0,,,
12635,3.2,5283.151,1585.197,3556.153,4575.311,7827.387,8193.652,10765.654,10765.654,10765.654,0,,,
12640,3.4,6324.858,1004.673,4817.21,5635.953,10464.627,10755.681,10980.662,10980.662,10980.662,0,,,
12645,3,5535.368,1003.17,1601.634,6221.573,8953.259,10190.246,10247.78,10247.78,10247.78,0,,,
12650,3.6,5598.252,1004.331,4383.693,4969.6,7741.986,8463.926,10695.482,10695.482,10695.482,0,,,
12655,3.8,4702.366,1004.042,1144.226,4509.026,8266.586,8711.307,8912.543,8912.543,8912.543,0,,,
12660,4,5347.515,1033.016,4216.725,5177.751,7760.506,7944.019,8135.355,8135.355,8135.355,0,,,
12665,3.8,4785.265,1003.47,2964.259,4742.727,5287.572,8755.001,9951.544,9951.544,9951.544,0,,,
12670,4.6,3977.387,1002.718,2939.268,4180.265,5053.518,5271.834,6106.439,9897.773,9897.773,0,,,
12675,5.6,4977.756,1005.045,3114.837,4735.329,6239.858,9638.394,9680.802,10186.854,10186.854,0,,,
12680,3.2,6561.227,1376.133,4625.765,6312.966,9713.863,11879.489,14836.116,14836.116,14836.116,0,,,
12685,3.2,4416.287,1003.998,2796.714,3983.493,6355.802,10268.406,10384.365,10384.365,10384.365,0,,,
12690,5,4497.997,1003.547,1710.206,4326.082,7870.239,8304.367,8654.174,9265.35,9265.35,0,,,
12695,3.2,5833.121,1120.81,4225.901,5513.434,8529.765,8964.855,9384.626,9384.626,9384.626,0,,,
12700,4.8,4947.029,999.198,1563.43,4818.707,8180.531,8589.334,8771.052,13168.343,13168.343,0,,,
12705,3.6,5460.933,1453.53,3566.275,4644.839,6868.242,13518.103,13869.306,13869.306,13869.306,0,,,
12710,4,4587.341,1392.632,3989.702,4315.923,4961.418,7844.769,8161.563,8161.563,8161.563,0,,,
12715,3.2,5148.434,1128.348,3423.333,5070.141,6682.976,7359.325,14698.261,14698.261,14698.261,0,,,
12720,4.6,5356.446,1003.303,3772.724,4373.963,7723.02,8875.707,9335.162,12034.163,12034.163,0,,,
12725,3,6675.555,1344.515,4858.375,6427.765,9737.05,9853.664,9862.108,9862.108,9862.108,0,,,
12730,3.2,5090.997,1508.612,2028.164,5636.235,8910.393,9713.541,9879.277,9879.277,9879.277,0,,,
12735,3.6,5387.529,1068.455,4985.105,5125.357,5837.794,8963.332,9252.429,9252.429,9252.429,0,,,
12740,4,4296.191,1003.485,1810.978,5512.52,5780.313,6397.995,7657.524,7657.524,7657.524,0,,,
12745,4.6,5689.174,1350.91,3757.797,5346.205,8560.078,9670.358,9738.286,10204.472,10204.472,0,,,
12750,3.6,5453.94,1004.298,1575.895,4926.671,6863.991,15579.345,16747.595,16747.595,16747.595,0,,,
12755,3.4,4290.664,1777.006,3366.103,4175.229,4945.47,6918.577,7367.973,7367.973,7367.973,0,,,
12760,4.6,5339.268,1006.811,1634.159,5677.189,8968.931,9444.583,9695.784,11358.905,11358.905,0,,,
12765,3.4,6298.931,1003.104,4081.78,5769.507,8569.41,9297.027,16532.653,16532.653,16532.653,0,,,
12770,3.8,4181.032,999.967,1470.853,3014.203,7993.549,9363.953,10440.216,10440.216,10440.216,0,,,
12775,3.4,5092.392,1111.458,4132.703,4734.675,5536.771,8461.712,8694.694,8694.694,8694.694,0,,,
12780,4.2,5311.445,1005.166,1785.994,5074.661,8954.774,9271.123,9313.646,9780.33,9780.33,0,,,
12785,3.8,4579.105,1018.137,1759.804,5160.995,6137.994,9229.806,11561.383,11561.383,11561.383,0,,,
12790,4.2,6280.665,1023.233,3363.804,6690.148,9555.211,11234.661,11896.868,12806.216,12806.216,0,,,
12795,3,5046.785,1617.62,1985.972,5337.345,5763.598,10224.656,12346.421,12346.421,12346.421,0,,,
12800,3.8,4859.53,1155.284,1693.94,3883.131,8276.519,8996.292,9613.806,9613.806,9613.806,0,,,
12805,3.2,5929.25,1918.397,4744.576,5478.872,8091.384,9078.023,9428.459,9428.459,9428.459,0,,,
12810,3.4,5898.62,1467.959,4105.598,6110.249,8342.491,8824.703,9208.27,9208.27,9208.27,0,,,
12815,3.4,5865.714,1004.658,5066.935,5701.882,6573.246,9661.632,9904.719,9904.719,9904.719,0,,,
12820,4.4,4161.599,1004.327,1672.623,4250.626,6530.214,7780.128,8177.377,8368.58,8368.58,0,,,
12825,3.6,6300.807,1004.089,4566.73,7465.25,8243.47,8602.508,12027.539,12027.539,12027.539,0,,,
12830,3.6,4861.926,999.957,1767.685,5736.236,6347.232,9186.399,10122.88,10122.88,10122.88,0,,,
12835,3.4,5980.376,1333.804,4166.567,5987.471,7457.821,10890.951,11099.347,11099.347,11099.347,0,,,
12840,3.4,5011.43,1004.942,3440.252,4575.034,7473.442,8216.76,8392.918,8392.918,8392.918,0,,,
12845,5,5247.233,1003.017,1818.759,5226.744,7946.596,8792.269,9218.794,9335.243,9335.243,0,,,
12850,2.8,6491.174,1550.674,5142.906,5611.12,9719.938,9996.41,12911.003,12911.003,12911.003,0,,,
12855,3,7253.548,1032.04,5342.453,5887.635,8727.166,17548.813,18309.852,18309.852,18309.852,0,,,
12860,2.8,6316.166,1593.631,3421.843,6940.416,9513.073,9821.643,10072.116,10072.116,10072.116,0,,,
12865,4.2,4510.138,1004.718,1592.307,1855.904,7315.97,10640.85,10665.416,11123.4,11123.4,0,,,
