time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,,time(sec), throughput(req/sec), avg_lat(ms)
4965,324.8,1101.714,999.475,1017.142,1017.779,1018.709,1027.181,1057.144,1093.281,9342.71,0.001,,,,
4970,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
4975,485.8,1030.105,998.859,1016.797,1017.621,1018.45,1050.586,1094.225,1401.214,1543.192,0.001,,,,
4980,429.8,1036.822,997.91,1016.67,1017.404,1018.351,1027.014,1117.926,1651.896,2162.63,0.001,,,,
4985,511.4,1030.943,999.368,1016.633,1017.285,1018.08,1026.586,1076.043,1176.828,2454.544,0.001,,,,
4990,104.2,1550.034,999.686,1016.646,1017.333,1017.806,1018.629,1026.076,18403.1,18415.457,0.001,,,,
4995,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5000,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5005,308.4,1021.041,999.448,1016.63,1017.275,1017.992,1025.737,1060.007,1125.798,1171.975,0.001,,,,
5010,45,1879.737,999.335,1016.795,1017.134,1017.729,1025.373,13151.171,13172.165,13172.184,0.001,,,,
5015,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5020,219.4,1037.895,999.599,1016.686,1017.539,1025.736,1084.901,1200.757,1292.055,1294.467,0.001,,,,
5025,566.2,1027.86,999.389,1016.479,1017.168,1017.988,1034.016,1075.473,1505.196,1630.943,0.001,,,,
5030,650.2,1024.179,999.323,1016.379,1017.127,1017.843,1026.619,1067.704,1126.046,1652.35,0.001,,,,
5035,552.6,1028.501,999.036,1016.382,1017.088,1017.889,1051.678,1075.643,1184.639,1895.174,0.001,,,,
5040,653,1024.427,999.51,1016.359,1016.962,1017.664,1026.136,1074.402,1209.991,1568.744,0.001,,,,
5045,587.2,1026.705,999.384,1016.234,1016.875,1017.549,1025.538,1059.332,1507.791,1733.951,0.001,,,,
5050,701.2,1022.28,995.569,1016.228,1016.838,1017.541,1025,1058.632,1155.213,1593.773,0.001,,,,
5055,496.4,1032.109,999.535,1016.267,1016.885,1017.619,1026.657,1075.775,1233.354,2447.329,0.001,,,,
5060,614.4,1093.032,999.302,1016.172,1016.821,1017.431,1025.015,1033.971,1141.923,15216.364,0.001,,,,
5065,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5070,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5075,226.4,1028.969,999.288,1016.106,1016.851,1017.942,1058.608,1109.621,1224.934,1275.275,0.001,,,,
5080,717,1021.623,995.847,1016.108,1016.731,1017.339,1025.359,1058.429,1092.1,1565.352,0.001,,,,
5085,611.4,1025.843,999.476,1016.022,1016.755,1017.383,1025.104,1033.643,1144.708,2312.224,0.001,,,,
5090,583.4,1193.559,997.058,1016.096,1016.733,1017.298,1024.575,1035.927,1517,32322.949,0.001,,,,
5095,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5100,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5105,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5110,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5115,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5120,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5125,673.2,1043.224,999.26,1016.091,1016.77,1017.398,1023.692,1026.369,1092.537,6244.732,0.001,,,,
5130,4.8,1411.54,999.94,1101.586,1540.982,1641.979,1642.385,1643.175,1643.221,1643.221,0.001,,,,
5135,645,1062.911,999.441,1016.143,1016.785,1017.357,1024.723,1026.347,1100.699,10310.302,0.001,,,,
5140,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5145,220.6,1030.137,999.309,1016.208,1016.806,1017.526,1025.659,1040.596,1542.405,2242.834,0.001,,,,
5150,342,1175.719,999.163,1016.268,1017.028,1017.589,1025.147,1034.149,1092.169,18359.483,0.001,,,,
5155,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5160,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5165,20.2,1184.183,999.815,1016.1,1017.381,1108.787,2108.971,2109.034,2110.189,2110.288,0.001,,,,
5170,553.8,1116.723,998.909,1016.296,1016.93,1017.577,1025.518,1057.981,1117.072,17974.47,0.001,,,,
5175,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5180,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5185,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5190,463.4,1032.256,998.428,1016.236,1016.949,1022.754,1100.006,1142.052,1210.006,1292.89,0.001,,,,
5195,814.2,1019.24,996.152,1016.138,1016.792,1017.45,1025.202,1034.232,1116.43,1217.821,0.001,,,,
5200,870.8,1017.969,999.196,1016.108,1016.797,1017.356,1024.7,1026.244,1083.37,1125.765,0.001,,,,
5205,856.2,1018.27,997.492,1016.217,1016.851,1017.47,1025.107,1033.593,1092.021,1150.794,0.001,,,,
5210,876.8,1017.823,997.922,1016.119,1016.782,1017.484,1024.788,1026.543,1083.881,1102.148,0.001,,,,
5215,893.4,1017.508,999.1,1016.042,1016.667,1017.283,1019.554,1025.632,1083.008,1134.517,0.001,,,,
5220,893.6,1017.518,999.175,1015.957,1016.623,1017.25,1024.224,1026.031,1090.628,1106.272,0.001,,,,
5225,893.4,1017.509,998.198,1016.053,1016.615,1017.22,1020.768,1025.669,1082.891,1131.176,0.001,,,,
5230,861.2,1018.201,999.384,1015.999,1016.682,1017.228,1024.203,1026.262,1099.32,1134.428,0.001,,,,
5235,878.2,1017.82,995.689,1015.955,1016.612,1017.139,1022.267,1025.626,1092.494,1156.644,0.001,,,,
5240,858.8,1018.175,999.142,1015.972,1016.596,1017.189,1024.595,1034.302,1083.193,1092.935,0.001,,,,
5245,906.2,1017.244,999.254,1016.023,1016.596,1017.163,1019.225,1025.757,1075.544,1092.704,0.001,,,,
5250,880.4,1017.877,999.338,1015.976,1016.579,1017.155,1023.246,1031.73,1083.925,1126.15,0.001,,,,
5255,911.4,1017.056,997.693,1016.015,1016.648,1017.226,1018.319,1025.65,1074.714,1093.824,0.001,,,,
5260,867.6,1018.093,997.587,1016.02,1016.676,1017.287,1024.768,1033.443,1092.099,1142.683,0.001,,,,
5265,863.6,1018.153,999.243,1016.007,1016.644,1017.255,1024.515,1026.407,1091.685,1109.449,0.001,,,,
5270,894.8,1017.44,998.618,1016.042,1016.698,1017.248,1022.638,1025.978,1083.197,1100.475,0.001,,,,
5275,866.2,1018.103,996.366,1016.024,1016.655,1017.348,1024.512,1033.762,1083.826,1126.837,0.001,,,,
5280,905,1017.268,999.141,1015.978,1016.611,1017.135,1018.894,1025.786,1082.342,1092.655,0.001,,,,
5285,909.4,1017.171,993.683,1015.932,1016.606,1017.174,1020.073,1025.568,1082.165,1106.836,0.001,,,,
5290,877.8,1017.864,997.874,1015.957,1016.587,1017.236,1024.336,1026.543,1092.04,1108.459,0.001,,,,
5295,890.8,1017.57,997.432,1015.897,1016.575,1017.166,1023.13,1026.299,1083.8,1125.534,0.001,,,,
5300,158.8,1400.703,999.545,1015.865,1016.59,1017.191,1024.966,1050.146,20003.828,20112.582,0.001,,,,
5305,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5310,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5315,3.2,1099.368,1041.599,1041.924,1133.555,1134.376,1134.406,1134.445,1134.445,1134.445,0.001,,,,
5320,861.6,1018.152,993.318,1015.992,1016.599,1017.193,1024.475,1025.97,1084.363,1143.064,0.001,,,,
5325,90.2,1454.602,999.397,1015.832,1016.623,1017.075,1021.509,1030.741,13395.86,13396.93,0.001,,,,
5330,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5335,76.8,1117.886,999.821,1063.276,1089.34,1138.092,1150.133,1201.038,1778.523,1789.128,0.001,,,,
5340,178.8,1346.908,999.202,1019.656,1021.1,1024.45,1089.132,1140.804,17741.317,17742.777,0.001,,,,
5345,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5350,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5355,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5360,118.8,1136.112,999.067,1018.899,1020.158,1030.037,1185.472,1254.444,4439.426,4439.694,0.001,,,,
5365,341.4,1048.001,999.547,1018.513,1019.794,1027.616,1103.688,1195.091,1552.566,1612.905,0.001,,,,
5370,272.6,1196.562,996.432,1018.292,1019.202,1020.495,1053.29,1112.552,15117.723,15170.927,0.001,,,,
5375,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5380,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5385,153,1074.968,999.298,1017.938,1018.807,1020.143,1037.337,1085.107,3548.076,3549.59,0.001,,,,
5390,343,1059.223,999.636,1017.837,1018.684,1020.141,1069.82,1118.368,1561.986,3918.922,0.001,,,,
5395,183.2,1132.938,999.648,1017.74,1018.517,1019.698,1059.605,1111.376,7167.956,7219.764,0.001,,,,
5400,8.4,1119.041,1000.843,1117.893,1118.935,1143.898,1144.528,1144.543,1145.686,1145.686,0.001,,,,
5405,192.6,1097.272,999.144,1017.436,1018.243,1019.095,1027.692,1060.863,5650.484,5662.508,0.001,,,,
5410,215.2,1294.676,999.186,1017.348,1018.195,1019.256,1060.721,1085.23,19266.323,19300.601,0.001,,,,
5415,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5420,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5425,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5430,322,1041.682,999.268,1017.034,1017.956,1025.822,1101.883,1159.636,1328.231,1794.739,0.001,,,,
5435,151,1130.85,999.96,1016.944,1017.834,1018.936,1049.765,1120.041,6093.838,6099.727,0.001,,,,
5440,282.2,1045.73,999.546,1016.756,1017.664,1018.423,1034.469,1084.601,3175.464,3210.507,0.001,,,,
5445,506.2,1029.497,999.255,1016.685,1017.525,1018.625,1051.779,1100.416,1149.494,1693.994,0.001,,,,
5450,430,1036.742,997.396,1016.609,1017.325,1018.142,1026.466,1075.476,1242.527,3065.169,0.001,,,,
5455,353.2,1045.148,999.348,1016.561,1017.268,1018.232,1059.706,1109.319,1339.186,3133.785,0.001,,,,
5460,403.6,1039.335,999.42,1016.687,1017.3,1018.122,1026.934,1067.973,1626.834,2884.566,0.001,,,,
5465,457,1207.517,999.224,1016.362,1017.024,1017.782,1025.615,1042.254,1142.525,28005.836,0.001,,,,
5470,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5475,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5480,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5485,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5490,34.8,1024.276,999.655,1016.39,1017.085,1018.193,1065.65,1066.918,1125.411,1125.43,0.001,,,,
5495,457.8,1034.882,999.106,1016.44,1017.067,1018.578,1059.922,1134.511,1294.75,1854.464,0.001,,,,
5500,470.2,1132.629,995.158,1016.284,1017.051,1017.835,1030.691,1074.506,1301.688,17294.064,0.001,,,,
5505,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5510,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5515,10.4,1175.172,1001.074,1131.359,1143.406,1299.987,1316.587,1316.971,1318.1,1318.1,0.001,,,,
5520,221.8,1072.803,999.417,1016.3,1017.051,1017.825,1050.584,1191.351,2293.428,2651.336,0.001,,,,
5525,227.6,1066.455,999.584,1016.362,1016.899,1017.618,1027.444,1466.492,2186,2192.997,0.001,,,,
5530,54,2020.321,999.617,1015.502,1016.993,1017.579,1025.56,17973.401,17990.769,17990.772,0,,,,
5535,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5540,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5545,40.4,1246.604,999.671,1016.861,1018.07,1309.407,1558.026,2616.528,2617.693,2618.077,0.001,,,,
5550,518,1085.61,999.201,1016.28,1016.882,1017.529,1025.145,1034.775,1141.938,12053.259,0.001,,,,
5555,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5560,3.8,1706.806,1187.993,1650.649,1737.18,1925.363,1925.419,1925.467,1925.467,1925.467,0.001,,,,
5565,580.8,1054.822,998.821,1016.187,1016.747,1017.369,1020.87,1026.081,1149.98,7703.718,0.001,,,,
5570,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5575,551.4,1030.688,997.315,1016.285,1016.985,1017.623,1026.068,1059.518,1386.662,2634.057,0.001,,,,
5580,608.2,1023.355,999.329,1016.267,1016.88,1017.735,1025.811,1067.77,1174.961,1292.837,0.001,,,,
5585,871,1017.977,999.452,1016.195,1016.869,1017.587,1025.155,1026.539,1076.086,1093.036,0.001,,,,
5590,857.6,1018.276,996.178,1016.163,1016.852,1017.503,1024.61,1026.317,1092.136,1116.373,0.001,,,,
5595,851.2,1018.465,997.276,1016.169,1016.846,1017.558,1025.155,1027.036,1091.012,1361.753,0.001,,,,
5600,844.8,1018.422,999.442,1016.197,1016.851,1017.573,1025.073,1026.558,1084.087,1235.053,0.001,,,,
5605,865.2,1018.103,995.118,1016.14,1016.873,1017.652,1025.39,1027.94,1084.338,1100.938,0.001,,,,
5610,860.4,1018.334,999.6,1016.184,1016.934,1017.617,1025.389,1027.251,1084.298,1109.204,0.001,,,,
5615,108,1303.35,999.843,1016.079,1016.903,1017.449,1025.28,1026.36,10758.477,10759.215,0.001,,,,
5620,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5625,778,1019.027,994.794,1016.157,1016.889,1017.66,1025.572,1033.672,1092.957,1192.383,0.001,,,,
5630,833.6,1018.834,999.383,1016.198,1016.89,1017.637,1025.312,1028.118,1100.616,1474.448,0.001,,,,
5635,824.6,1019.018,999.417,1016.207,1016.9,1017.775,1025.795,1034.891,1083.536,1111.536,0.001,,,,
5640,835,1018.98,999.435,1016.09,1016.934,1017.704,1025.604,1030.325,1100.097,1184.191,0.001,,,,
5645,824,1018.975,995.285,1016.167,1016.889,1017.72,1025.677,1034.121,1084.201,1118.076,0.001,,,,
5650,539.4,1094.238,999.467,1016.279,1017.002,1017.902,1025.914,1042.549,1134.31,13562.619,0.001,,,,
5655,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5660,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5665,609,1021.315,999.478,1016.189,1016.903,1017.949,1026.019,1048.933,1125.499,2021.003,0.001,,,,
5670,809.8,1018.884,999.432,1016.18,1016.869,1017.689,1025.652,1033.295,1084.499,1761.498,0.001,,,,
5675,818.8,1019.244,995.35,1016.159,1016.854,1017.745,1025.625,1034.08,1090.919,1142.625,0.001,,,,
5680,812.8,1019.2,999.273,1016.122,1016.785,1017.781,1025.666,1033.577,1092.372,1144.527,0.001,,,,
5685,820.4,1019.125,997.001,1016.198,1016.952,1018.02,1025.851,1033.88,1083.477,1106.835,0.001,,,,
5690,809.2,1019.383,999.21,1016.107,1016.884,1017.955,1025.804,1034.338,1099.687,1126.076,0.001,,,,
5695,837.6,1018.782,995.301,1016.108,1016.879,1017.957,1025.762,1033.564,1075.295,1101.286,0.001,,,,
5700,819.2,1019.107,999.065,1016.161,1016.933,1020.218,1025.882,1033.434,1076.021,1100.683,0.001,,,,
5705,808.4,1019.451,996.02,1016.153,1016.919,1017.943,1025.816,1033.917,1084.226,1102.822,0.001,,,,
5710,762.8,1020.626,995.699,1016.081,1016.912,1022.693,1025.977,1034.801,1092.042,1625.193,0.001,,,,
5715,788.8,1019.872,996.859,1016.09,1016.866,1023.66,1025.965,1035.083,1091.677,1125.004,0.001,,,,
5720,738,1021.663,999.414,1016.138,1016.964,1024.031,1026.016,1035.218,1118.819,1480.14,0.001,,,,
5725,766.4,1020.203,999.359,1016.099,1016.876,1024.167,1025.952,1034.646,1086.378,1158.919,0.001,,,,
5730,687,1073.745,999.712,1016.157,1016.985,1023.452,1025.923,1035.087,1092.063,12696.896,0.001,,,,
5735,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5740,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5745,603.8,1021.36,999.362,1016.22,1016.946,1024.309,1026.033,1034.64,1109.822,1385.789,0.001,,,,
5750,49.6,1535.102,999.812,1016.236,1016.81,1024.263,1033.787,9021.267,9070.709,9070.759,0.001,,,,
5755,35.8,1833.3,1000.184,1028.84,1061.692,1131.89,1178.537,9614.108,9678.806,9678.806,0.001,,,,
5760,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5765,43.2,1671.589,999.919,1024.306,1029.076,1078.645,1181.437,9348.258,9399.864,9409.084,0.001,,,,
5770,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5775,10,4803.978,1000.711,1178.772,1344.567,12141.114,12453.584,12700.437,12823.756,12823.756,0,,,,
5780,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5785,19.6,1254.131,1000.221,1092.53,1112.493,1210.509,1958.815,1959.933,1998.591,1998.591,0.001,,,,
5790,32.4,1731.948,1000.11,1090.19,1135.235,1241.492,4092.453,4294.015,4322.991,4324.057,0.001,,,,
5795,45.8,1180.261,1000.133,1115.903,1137.362,1199.02,1327.035,1592.265,1610.356,1632.591,0.001,,,,
5800,289.2,1058.567,999.711,1019.978,1022.546,1037.127,1112.18,1159.11,1703.38,1715.711,0.001,,,,
5805,376.2,1038.091,999.427,1018.336,1019.307,1021.193,1093.328,1129.419,1436.353,1506.391,0.001,,,,
5810,269.6,1059.006,999.672,1017.645,1018.541,1022.63,1110.71,1175.561,2584.913,2629.619,0.001,,,,
5815,409.2,1039.325,999.528,1017.254,1018.038,1018.994,1069.611,1126.609,1584.108,2012.581,0.001,,,,
5820,354,1044.095,999.406,1016.991,1017.765,1018.679,1050.601,1075.793,1168.008,3369.352,0.001,,,,
5825,170.2,1347.24,999.426,1016.831,1017.623,1018.344,1021.65,1067.501,18476.139,18510.794,0.001,,,,
5830,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5835,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5840,190.4,1025.277,999.621,1016.885,1017.597,1018.461,1034.353,1089.589,1223.062,1226.518,0.001,,,,
5845,94,1580.502,995.993,1016.865,1017.507,1018.319,1025.989,1100.972,17534.349,17534.741,0.001,,,,
5850,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5855,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5860,229.8,1040.288,999.395,1016.989,1017.786,1042.133,1118.136,1142.358,1235.129,1334.838,0.001,,,,
5865,492.2,1200.774,999.278,1016.551,1017.189,1018.158,1060.042,1099.955,1517.98,27700.145,0.001,,,,
5870,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5875,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5880,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5885,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5890,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5895,153.2,1086.565,999.622,1016.469,1017.132,1018.21,1081.956,1574.237,2883.616,2884.703,0.001,,,,
5900,210.4,1216.898,999.558,1016.348,1017.039,1017.783,1026.226,1059.384,13944.3,14052.823,0.001,,,,
5905,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5910,17.8,1107.903,999.929,1077.031,1109.681,1134.153,1185.095,1208.738,1210.004,1210.004,0.001,,,,
5915,444.2,1037.608,999.271,1016.306,1017.047,1017.695,1025.746,1059.004,1583.715,2910.133,0.001,,,,
5920,519,1143.147,998.377,1016.263,1016.926,1017.65,1026.566,1058.635,1258.287,20772.106,0.001,,,,
5925,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5930,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5935,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5940,240,1018.731,999.325,1016.277,1016.92,1017.473,1025.354,1034.329,1124.745,1174.989,0.001,,,,
5945,339.4,1170.539,999.382,1016.137,1016.75,1017.446,1024.496,1048.03,1109.347,17235.128,0.001,,,,
5950,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5955,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
5960,186,1032.244,998.043,1016.367,1017.121,1018.574,1099.644,1123.547,1222.943,1225.808,0.001,,,,
5965,375,1041.927,999.046,1016.142,1016.834,1017.498,1025.756,1067.308,1142.14,3526.171,0.001,,,,
5970,748.2,1020.97,999.263,1016.121,1016.807,1017.392,1025.306,1058.952,1141.628,1208.933,0.001,,,,
5975,826.2,1019.139,998.813,1016.114,1016.925,1017.549,1025.67,1034.613,1100.375,1200.192,0.001,,,,
5980,870,1017.885,996.588,1016.15,1016.768,1017.408,1024.733,1026.067,1090.957,1113.114,0.001,,,,
5985,898.6,1017.383,997.554,1015.96,1016.673,1017.304,1024.106,1025.893,1076.179,1117.39,0.001,,,,
5990,878.6,1017.79,996.634,1015.922,1016.605,1017.21,1022.891,1026.368,1084.021,1150.701,0.001,,,,
5995,881.6,1017.795,997.929,1015.962,1016.675,1017.331,1024.868,1026.55,1082.095,1101.536,0.001,,,,
6000,887.2,1017.666,995.927,1015.966,1016.631,1017.246,1024.368,1025.957,1083.828,1102.285,0.001,,,,
6005,893.6,1017.481,999.186,1015.983,1016.621,1017.211,1024.717,1026.076,1083.138,1096.957,0.001,,,,
6010,879.2,1017.775,999.02,1016.007,1016.614,1017.179,1023.945,1025.751,1091.718,1117.249,0.001,,,,
6015,865.2,1018.07,997.709,1015.948,1016.639,1017.327,1024.7,1031.273,1091.03,1121.51,0.001,,,,
6020,882.8,1017.739,999.414,1015.969,1016.625,1017.232,1024.241,1026.218,1083.247,1125.65,0.001,,,,
6025,876.4,1017.845,994.424,1015.964,1016.639,1017.279,1024.599,1026.414,1084.224,1126.324,0.001,,,,
6030,853.6,1018.34,996.967,1016.028,1016.629,1017.25,1024.897,1033.675,1083.873,1191.987,0.001,,,,
6035,883,1017.77,999.448,1015.933,1016.601,1017.206,1024.041,1025.907,1091.012,1135.528,0.001,,,,
6040,709.8,1022.102,998.6,1016.569,1019.338,1021.379,1029.282,1062.488,1090.529,1187.162,0.001,,,,
6045,753,1020.875,997.889,1017.907,1018.904,1019.834,1027.711,1058.693,1086.021,1103.535,0.001,,,,
6050,777.2,1020.167,999.019,1017.308,1018.18,1018.925,1026.844,1052.843,1085.73,1127.644,0.001,,,,
6055,795,1019.846,996.346,1016.836,1017.631,1018.408,1025.929,1058.974,1092.747,1177.997,0.001,,,,
6060,820,1018.935,999.356,1016.751,1017.483,1018.154,1025.667,1035.194,1092.693,1102.085,0.001,,,,
6065,846.2,1018.535,996.109,1016.595,1017.272,1017.901,1025.699,1034.378,1075.765,1093.428,0.001,,,,
6070,239.4,1284.355,999.517,1016.51,1017.16,1017.991,1025.611,1050.007,20884.659,21003.027,0.001,,,,
6075,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6080,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6085,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6090,249.2,1046.97,999.412,1016.546,1017.542,1058.507,1141.929,1185.218,1267.081,1285.84,0.001,,,,
6095,144.8,1312.17,999.744,1016.53,1017.095,1017.742,1023.545,1100.579,14271.405,14280.3,0.001,,,,
6100,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6105,14,1220.669,1001.811,1216.796,1223.97,1275.679,1276.76,1283.866,1284.33,1284.33,0.001,,,,
6110,433.2,1045.905,999.449,1016.371,1017.03,1017.811,1027.185,1067.968,1142.448,4429.303,0.001,,,,
6115,513.6,1113.694,996.011,1016.29,1017.017,1017.595,1025.874,1057.329,1108.628,16875.639,0.001,,,,
6120,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6125,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6130,35.2,1025.932,999.468,1016.12,1017.061,1017.424,1058.889,1067.589,1175.28,1175.377,0.001,,,,
6135,505.4,1063.514,999.389,1016.225,1016.833,1017.556,1024.185,1026.258,1100.028,8318.856,0.001,,,,
6140,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6145,538.8,1030.662,999.077,1016.277,1016.875,1017.747,1058.732,1117.573,1249.352,1617.643,0.001,,,,
