time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,,time(sec), throughput(req/sec), avg_lat(ms)
6150,569,1025.883,997.667,1016.282,1016.917,1017.812,1040.697,1066.586,1176.023,1660.347,0.001,,,,
6155,618.6,1025.498,999.033,1016.161,1016.868,1017.596,1027.133,1099.924,1166.916,1546.196,0.001,,,,
6160,581,1027.412,999.48,1016.067,1016.758,1017.523,1025.618,1075.237,1134.637,2427.723,0.001,,,,
6165,586.2,1111.243,999.121,1016.177,1016.875,1017.521,1025.524,1050.33,1118.709,17906.955,0.001,,,,
6170,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6175,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6180,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6185,591.8,1057.359,999.565,1016.097,1016.731,1017.41,1025.232,1050.639,1155.046,8114.526,0.001,,,,
6190,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6195,474.8,1025.199,999.625,1016.151,1016.838,1017.594,1034.415,1075.651,1284.035,1433.837,0.001,,,,
6200,649.6,1024.185,999.209,1016.189,1016.881,1017.601,1026.226,1067.671,1167.577,1569.211,0.001,,,,
6205,117.6,1211.905,999.365,1016.198,1016.997,1017.994,1091.32,1108.243,7939.14,8014.367,0.001,,,,
6210,335.4,1020.533,998.714,1016.134,1016.759,1017.356,1025.134,1058.024,1159.117,1191.903,0.001,,,,
6215,357.4,1103.643,999.521,1016.062,1016.684,1017.297,1024.701,1026.599,1101.25,10669.651,0.001,,,,
6220,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6225,572.2,1018.456,999.18,1015.999,1016.682,1017.347,1025.072,1033.811,1092.479,1184.983,0.001,,,,
6230,167.2,1100.092,999.885,1016.048,1016.746,1017.377,1024.649,1049.801,5452.447,5457.152,0.001,,,,
6235,17.2,1942.278,999.746,1442.174,2067.337,2342.65,2539.891,2542.092,2542.739,2542.739,0.001,,,,
6240,43.2,1401.966,1000.612,1076.182,1141.686,1648.159,2273.889,2378.33,2700.09,2700.522,0.001,,,,
6245,18.6,1763.976,1000.746,1792.757,1825.178,1941.891,2043.023,2258.965,2259.038,2259.038,0.001,,,,
6250,580.2,1115.002,997.319,1016.042,1016.682,1017.304,1023.94,1026.389,1108.52,18615.405,0.001,,,,
6255,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6260,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6265,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6270,650,1018.883,999.537,1016.01,1016.688,1017.306,1024.908,1033.59,1092.179,1361.201,0.001,,,,
6275,101.2,1270.437,999.61,1016.115,1016.873,1017.312,1025.067,1026.02,9283.485,9284.956,0.001,,,,
6280,7.8,1787.889,1001.078,1675.45,1858.909,1975.291,2058.544,2058.588,2058.594,2058.594,0.001,,,,
6285,17.2,1852.832,1000.123,1759.522,1801.567,2075.192,2142.339,2166.633,2166.998,2166.998,0.001,,,,
6290,720,1047.564,999.361,1016.146,1016.718,1017.255,1023.254,1026.14,1108.84,7686.568,0.001,,,,
6295,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6300,478.4,1027.113,999.703,1016.054,1016.811,1017.753,1067.923,1115.503,1158.895,1216.851,0.001,,,,
6305,194.4,1312.823,999.523,1016.161,1016.686,1017.458,1025.009,1033.873,18648.333,19340.404,0.001,,,,
6310,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6315,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6320,5.8,1566.501,1001.552,1217.062,1583.972,2075.452,2075.605,2075.694,2075.726,2075.726,0.001,,,,
6325,621,1068.866,999.178,1016.054,1016.784,1017.331,1022.401,1025.768,1111.819,11676.567,0.001,,,,
6330,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6335,31.2,1152.758,999.295,1016.256,1016.709,1075.361,1657.532,2200.893,2200.976,2200.986,0.001,,,,
6340,575.8,1111.564,996.795,1016.234,1016.804,1017.494,1025.056,1049.422,1109.735,17720.666,0.001,,,,
6345,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6350,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6355,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6360,785.6,1019.386,996.492,1016.189,1016.882,1017.553,1025.448,1041.837,1092.363,1252.882,0.001,,,,
6365,862,1018.188,997.658,1016.165,1016.813,1017.485,1024.915,1026.7,1075.979,1168.598,0.001,,,,
6370,785.8,1085.871,999.075,1016.147,1016.787,1017.433,1025.342,1033.606,1099.934,17627.972,0.001,,,,
6375,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6380,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6385,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6390,235.4,1052.176,999.523,1016.459,1017.427,1074.829,1163.82,1191.936,1242.497,1248.496,0.001,,,,
6395,534,1029.192,999.413,1019.64,1021.391,1024.598,1063.541,1088.053,1196.929,1240.233,0.001,,,,
6400,502.4,1031.457,999.312,1018.464,1019.558,1020.918,1039.591,1078.485,1204.729,2008.382,0.001,,,,
6405,761,1020.612,997.922,1017.535,1018.329,1019.174,1026.044,1051.429,1084.716,1354.294,0.001,,,,
6410,501.6,1031.602,997.861,1017.226,1018.017,1018.787,1026.322,1051.286,1085.361,2945.385,0.001,,,,
6415,271.4,1247.211,999.294,1017.013,1017.772,1018.752,1050.307,1083.896,19958.255,20002.905,0.001,,,,
6420,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6425,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6430,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6435,269.2,1047.405,999.421,1017.178,1018.094,1028.075,1126.304,1159.766,1686.387,1738.751,0.001,,,,
6440,543.4,1028.76,999.206,1016.749,1017.599,1018.485,1057.897,1092.71,1242.451,1626.577,0.001,,,,
6445,500,1031.633,999.306,1016.663,1017.443,1018.229,1028.119,1081.563,1633.289,1873.122,0.001,,,,
6450,585.6,1026.997,999.02,1016.68,1017.343,1018.121,1026.882,1060.024,1367.472,1783.292,0.001,,,,
6455,368.2,1112.474,999.146,1016.522,1017.197,1018.015,1026.508,1059.765,1253.348,11593.861,0.001,,,,
6460,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6465,314.4,1019.88,999.27,1016.519,1017.108,1017.827,1025.776,1058.308,1101.766,1126.474,0.001,,,,
6470,143.4,1124.077,999.485,1016.391,1016.97,1017.748,1025.645,1050.537,5746.924,5797.356,0.001,,,,
6475,464.2,1030.325,999.001,1016.427,1017.117,1017.836,1026.284,1076.262,1208.818,2087.106,0.001,,,,
6480,491,1167.795,999.343,1016.342,1017.006,1017.782,1033.23,1068.138,1217.135,23382.292,0.001,,,,
6485,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6490,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6495,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6500,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6505,527.2,1129.534,997.137,1016.174,1016.833,1017.544,1025.219,1026.954,1151.193,19282.811,0.001,,,,
6510,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6515,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6520,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6525,190,1045.707,999.236,1016.355,1017.063,1043.084,1126.403,1209.109,1300.199,1301.862,0.001,,,,
6530,651.6,1024.147,999.405,1016.239,1016.859,1017.521,1026.582,1067.498,1142.855,1508.079,0.001,,,,
6535,270.6,1064.049,999.428,1016.256,1016.979,1017.658,1025.561,1058.784,4782.782,4827.123,0.001,,,,
6540,21,1731.93,999.782,1175.13,1934.097,2117.492,2141.365,2209.224,2209.506,2209.568,0.001,,,,
6545,447.6,1033.506,999.554,1016.086,1016.811,1017.451,1024.849,1049.666,2074.745,2284.555,0.001,,,,
6550,96.8,1560.945,999.875,1016.335,1016.749,1017.501,1022.64,1050.814,17599.657,17608.196,0.001,,,,
6555,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6560,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6565,414.2,1022.913,998.114,1016.149,1016.772,1017.403,1020.691,1034.426,1334.361,1592.14,0.001,,,,
6570,449.2,1035.588,996.723,1016.165,1016.79,1017.433,1051.08,1126.172,1267.807,2366.537,0.001,,,,
6575,395.6,1042.355,999.254,1016.136,1016.744,1017.414,1025.439,1058.825,2033.89,2409.56,0.001,,,,
6580,621.4,1023.608,997.541,1016.097,1016.681,1017.335,1023.497,1034.291,1101.132,2000.94,0.001,,,,
6585,9.6,7470.998,1001.856,1016.244,1016.927,20332.035,20415.359,20415.397,20415.737,20415.737,0,,,,
6590,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6595,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6600,27.8,1072.806,999.754,1016.842,1050.356,1100.892,1216.791,1225.142,1226.393,1226.682,0.001,,,,
6605,499.4,1031.309,999.126,1016.169,1016.794,1017.518,1026.042,1083.498,1241.687,2269.636,0.001,,,,
6610,863,1018.154,997.508,1016.108,1016.77,1017.458,1024.995,1032.971,1084.389,1133.372,0.001,,,,
6615,879.2,1017.758,995.167,1016.053,1016.701,1017.326,1024.734,1026.108,1091.727,1109.967,0.001,,,,
6620,839.8,1018.796,998.89,1016.039,1016.703,1017.389,1024.242,1026.457,1091.857,1310.853,0.001,,,,
6625,895.2,1017.372,996.85,1016.019,1016.656,1017.323,1024.21,1026.083,1082.741,1109.94,0.001,,,,
6630,726.8,1021.71,999.304,1016.6,1019.434,1021.266,1030.687,1061.58,1079.017,1103.705,0.001,,,,
6635,721.8,1021.629,999.129,1018.077,1019.017,1019.999,1028.995,1060.434,1087.496,1101.359,0.001,,,,
6640,718.2,1021.91,999.515,1017.531,1018.452,1019.452,1027.109,1061.114,1093.919,1325.75,0.001,,,,
6645,793,1019.751,999.14,1017.087,1017.895,1018.67,1026.418,1050.638,1091.815,1127.004,0.001,,,,
6650,836,1018.721,996.79,1016.809,1017.573,1018.296,1025.57,1027.543,1077.99,1117.475,0.001,,,,
6655,647.6,1059.77,999.398,1016.742,1017.408,1018.11,1025.6,1050.161,1094.667,9312.287,0.001,,,,
6660,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6665,330.4,1189.306,999.1,1016.597,1017.414,1018.134,1027.163,1067.405,1144.175,18493.292,0.001,,,,
6670,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6675,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6680,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6685,289.8,1035.459,999.471,1016.772,1017.657,1026.18,1100.006,1122.819,1250.769,1285.167,0.001,,,,
6690,423.8,1110.434,999.327,1016.441,1017.238,1018.118,1035.717,1093.432,1587.096,12154.489,0.001,,,,
6695,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6700,9,1137.883,1001.909,1068.451,1100.467,1210.598,1250.97,1250.998,1252.07,1252.07,0.001,,,,
6705,374,1067.642,999.319,1016.555,1017.136,1017.801,1025.554,1059.884,1167.553,6620.515,0.001,,,,
6710,284.6,1021.911,999.413,1016.281,1017.034,1017.707,1025.679,1074.94,1158.877,1184.605,0.001,,,,
6715,180.2,1090.446,999.591,1016.346,1017.078,1017.657,1033.005,1125.878,4826.219,4827.322,0.001,,,,
6720,669,1022.956,999.391,1016.328,1017.038,1017.747,1025.648,1052.23,1142.009,1664.254,0.001,,,,
6725,694.2,1022.633,998.699,1016.231,1016.864,1017.573,1025.389,1058.739,1168.536,1601.513,0.001,,,,
6730,660.4,1023.85,999.433,1016.413,1017.003,1017.718,1026.769,1066.978,1167.685,1586.151,0.001,,,,
6735,317.6,1050.022,999.429,1016.225,1016.9,1017.676,1025.667,1076.034,3873.55,3880.109,0.001,,,,
6740,597,1026.321,999.489,1016.21,1016.863,1017.569,1026.382,1089.979,1209.441,1615.757,0.001,,,,
6745,664,1023.749,999.455,1016.229,1016.851,1017.513,1025.745,1058.516,1125.533,2015.877,0.001,,,,
6750,662.8,1023.725,999.108,1016.166,1016.791,1017.587,1025.8,1066.971,1167.334,1501.65,0.001,,,,
6755,384.6,1041.154,999.261,1016.086,1016.705,1017.385,1030.79,1133.74,1259.761,3067.416,0.001,,,,
6760,534.6,1053.828,999.699,1016.123,1016.737,1017.379,1024.185,1026.057,1092.941,7051.29,0.001,,,,
6765,31.4,1110.338,1000.736,1067.389,1101.054,1159.235,1192.662,1201.857,1218.395,1218.398,0.001,,,,
6770,648.2,1025.57,999.276,1016.115,1016.819,1017.506,1025.68,1068.459,1234.74,1605.378,0.001,,,,
6775,684.4,1102.241,998.648,1016.181,1016.793,1017.455,1025.135,1050.744,1166.652,18534.915,0.001,,,,
6780,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6785,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6790,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6795,195.2,1043.593,999.301,1016.382,1017.026,1025.451,1126.101,1200.152,1291.396,1292.756,0.001,,,,
6800,603,1026.001,998.719,1016.105,1016.8,1017.664,1033.599,1084.042,1218.776,1553.002,0.001,,,,
6805,661.8,1023.776,991.784,1016.098,1016.775,1017.513,1025.434,1058.697,1135.248,1808.219,0.001,,,,
6810,653,1024.106,999.319,1016.21,1016.845,1017.468,1026.108,1068.054,1201.247,1475.528,0.001,,,,
6815,573.4,1090.085,996.833,1015.951,1016.618,1017.243,1018.835,1025.964,1099.709,14113.504,0.001,,,,
6820,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6825,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6830,668.6,1017.664,996.3,1015.999,1016.648,1017.24,1024.071,1025.884,1092.482,1109.365,0.001,,,,
6835,178,1345.863,999.462,1016.095,1016.648,1017.21,1024.532,1026.448,19125.046,19640.726,0.001,,,,
6840,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6845,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6850,3.6,1891.858,1000.101,1661.848,2207.916,2208.275,2209.087,2209.117,2209.117,2209.117,0.001,,,,
6855,671.6,1023.231,999.269,1016.058,1016.629,1017.261,1024.215,1059.522,1316.939,1434.661,0.001,,,,
6860,169.6,1356.13,999.595,1015.991,1016.614,1017.396,1025.443,1058.045,19046.092,19047.277,0.001,,,,
6865,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6870,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6875,5,2070.169,1002.217,1951.108,2209.45,2292.706,2292.918,2292.932,2901.561,2901.561,0,,,,
6880,62.2,1216.271,999.761,1016.187,1016.874,1124.943,2022.689,2117.545,2633.748,2633.88,0.001,,,,
6885,851.6,1054.167,997.421,1015.922,1016.566,1017.165,1024.182,1025.619,1075.165,10932.351,0.001,,,,
6890,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6895,50.4,1030.353,999.971,1016.3,1016.824,1017.947,1108.645,1117.579,1124.968,1126.24,0.001,,,,
6900,815,1026.498,992.7,1015.969,1016.618,1017.196,1024.615,1026.168,1116.688,3225.492,0.001,,,,
6905,23.2,1487.362,999.974,1016.466,1043.009,1975.746,2576.02,3332.115,3333.28,3333.418,0.001,,,,
6910,537.6,1026.998,999.367,1015.997,1016.617,1017.18,1024.839,1052.601,1210.337,2126.045,0.001,,,,
6915,342.4,1198.794,999.461,1015.855,1016.527,1017.212,1024.813,1034.15,1075.62,20457.704,0.001,,,,
6920,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6925,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6930,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6935,639,1018.033,999.384,1015.972,1016.616,1017.217,1024.599,1033.371,1082.621,1108.573,0.001,,,,
6940,282.4,1222.375,999.355,1015.837,1016.58,1017.144,1024.468,1025.75,19174.619,19230.275,0.001,,,,
6945,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6950,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6955,44,1024.583,999.242,1016.069,1016.855,1023.24,1067.02,1091.969,1092.58,1093.229,0.001,,,,
6960,618.2,1025.418,999.262,1015.948,1016.56,1017.291,1026.524,1100.331,1216.798,1284.646,0.001,,,,
6965,535.8,1029.467,999.299,1018.22,1020.235,1023.269,1062.866,1100.718,1164.195,1221.85,0.001,,,,
6970,626.8,1025.136,991.954,1018.132,1019.224,1020.623,1050.753,1068.578,1136.945,2033.55,0.001,,,,
6975,749,1020.912,999.357,1017.478,1018.442,1019.434,1026.906,1059.056,1094.865,1136.145,0.001,,,,
6980,399,1137.477,999.501,1017.211,1018.057,1018.817,1026.504,1053.198,1085.269,15768.838,0.001,,,,
6985,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6990,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
6995,226.2,1188.031,999.503,1017.164,1018.045,1018.935,1034.728,1134.761,12550.609,12618.734,0.001,,,,
7000,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
7005,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
7010,247.8,1065.621,999.472,1017.085,1017.842,1018.637,1026.667,1085.4,4473.749,4483.454,0.001,,,,
7015,274.2,1207.167,999.338,1016.972,1017.694,1018.655,1059.117,1101.703,16518.155,16604.94,0.001,,,,
7020,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
7025,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
7030,208.4,1024.716,999.502,1016.903,1017.555,1018.409,1067.335,1094.04,1110.456,1186.999,0.001,,,,
7035,377.6,1049.291,999.458,1016.843,1017.604,1024.562,1101.997,1151.449,1546.544,2593.559,0.001,,,,
7040,302,1352.387,999.629,1016.733,1017.462,1018.309,1027.172,1062.224,32087.501,32417.511,0.001,,,,
7045,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
7050,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
7055,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
7060,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
7065,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
7070,5.4,1767.133,1001.363,1527.115,1753.408,2028.485,2029.715,2029.784,2030.037,2030.037,0.001,,,,
7075,467.6,1030.356,998.511,1016.6,1017.314,1018.251,1034.372,1101.478,1553.114,1685.816,0.001,,,,
7080,598.8,1026.487,999.146,1016.33,1017.173,1018.048,1025.876,1035.51,1607.761,1909.622,0.001,,,,
7085,419.2,1037.464,999.459,1016.503,1017.32,1018.112,1026.088,1118.286,1574.846,1593.826,0.001,,,,
7090,292,1101.463,999.699,1016.5,1017.307,1017.888,1025.369,1027.392,8449.781,8704.125,0.001,,,,
7095,29.8,1138.059,999.709,1016.812,1018.135,1034.904,1792.745,2078.546,2079.691,2079.721,0.001,,,,
7100,217,1064.731,999.478,1016.717,1017.286,1018.387,1067.71,1352.627,1985.286,1987.067,0.001,,,,
7105,94.4,1417.823,1000.053,1016.487,1017.112,1017.737,1020.869,1026.007,12911.067,12919.498,0.001,,,,
7110,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
7115,188,1045.647,999.852,1016.544,1017.318,1033.87,1133.542,1225.607,1260.663,1261.26,0.001,,,,
7120,640.4,1024.369,999.217,1016.488,1017.204,1017.852,1026.335,1100.466,1212.443,1268.103,0.001,,,,
7125,785.4,1019.972,999.153,1016.402,1017.143,1017.859,1026.139,1050.983,1118.047,1158.964,0.001,,,,
7130,847.2,1018.635,999.553,1016.376,1017.02,1017.75,1025.416,1034.762,1084.055,1101.747,0.001,,,,
7135,791,1019.649,999.413,1016.377,1017.041,1017.657,1025.063,1026.746,1109.344,1595.635,0.001,,,,
7140,829.4,1018.942,999.354,1016.273,1017.01,1017.715,1025.394,1031.126,1109.375,1143.035,0.001,,,,
7145,790.4,1019.843,996.976,1016.244,1016.931,1017.659,1025.36,1026.702,1092.144,1871.697,0.001,,,,
7150,800.8,1019.594,999.546,1016.259,1016.954,1017.652,1025.554,1034.201,1084.941,2047.119,0.001,,,,
7155,848.2,1018.481,999.244,1016.123,1016.947,1017.743,1025.521,1029.687,1084.17,1158.905,0.001,,,,
7160,594,1026.581,999.317,1017.083,1021.094,1024.502,1063.485,1080.102,1100.458,1300.58,0.001,,,,
7165,679.2,1023.171,999.54,1018.632,1019.79,1021.388,1031.013,1064.363,1095.447,1114.495,0.001,,,,
7170,718.2,1022.091,996.263,1017.75,1018.901,1020.295,1029.559,1061.372,1095.725,1159.984,0.001,,,,
7175,749.8,1020.685,999.33,1017.351,1018.284,1019.317,1027.888,1058.782,1094.789,1111.304,0.001,,,,
7180,255.6,1161.632,999.746,1017.349,1018.273,1019.318,1027.798,1051.991,12326.424,12361.827,0.001,,,,
7185,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
7190,212.8,1030.522,999.408,1017.076,1017.854,1019.41,1034.105,1103.163,1484.921,1486.774,0.001,,,,
7195,7.2,1014.249,1000.564,1009.227,1017.293,1017.708,1018.812,1025.238,1025.555,1025.555,0.001,,,,
