time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,time(sec), throughput(req/sec) 1, avg_lat(ms) 1 ,Êthroughput(req/sec) 2,Êavg_lat(ms) 2,,cockroach - time(sec),Êcockroach - throughput(req/sec),Êcockroach - avg_lat(ms),cockroach - time(sec),Êcockroach - throughput(req/sec),Êcockroach - avg_lat(ms),, throughput(req/sec) 3, avg_lat(ms) 3,, throughput(req/sec) 5, avg_lat(ms) 5
3390,96,1020.716,999.844,1016.18,1016.789,1017.331,1049.603,1061.813,1091.126,1100.956,0.001,,,,,,,3390,4.8,4799.326,,,,,,,,,
3395,94.6,1020.988,999.83,1016.006,1016.7,1017.263,1050.678,1059.253,1083.958,1100.466,0.001,,,,,,,3395,3.4,5656.552,,,,,,,,,
3400,94.6,1021.065,1000.371,1016.033,1016.641,1017.264,1050.987,1059.773,1091.481,1125.382,0.001,,,,,,,3400,3.6,5304.545,,,,,,,,,
3405,86.2,1023.13,1000.037,1016.251,1016.771,1017.379,1058.497,1067.429,1091.195,1158.908,0.001,,,,,,,3405,3.6,5263.616,,,,,,,,,
3410,92.6,1021.687,1000.655,1016.073,1016.715,1017.281,1057.163,1066.88,1092.691,1132.717,0.001,,,,,,,3410,3.8,5739.074,,,,,,,,,
3415,94.4,1021.015,999.833,1016.178,1016.691,1017.187,1049.835,1066.794,1099.539,1125.56,0.001,,,,,,,3415,3.4,4884.589,,,,,,,,,
3420,95,1021.05,1000.142,1016.152,1016.737,1017.33,1050.055,1060.099,1091.225,1100.91,0.001,,,,,,,3420,3.8,4779.963,,,,,,,,,
3425,90.6,1022.009,1000.183,1016.076,1016.716,1017.3,1058.104,1067.418,1091.949,1100.615,0.001,,,,,,,3425,3.6,6873.597,,,,,,,,,
3430,98.2,1020.285,999.662,1016.039,1016.643,1017.185,1042.246,1058.647,1100.19,1124.694,0.001,,,,,,,3430,3.4,4694.209,,,,,,,,,
3435,94.4,1021.251,999.817,1015.982,1016.63,1017.266,1050.559,1065.815,1109.571,1151.786,0.001,,,,,,,3435,4.6,5315.934,,,,,,,,,
3440,96.8,1020.662,1000.029,1016.13,1016.732,1017.258,1048.614,1059.115,1090.946,1132.901,0.001,,,,,,,3440,3.8,5246.709,,,,,,,,,
3445,98,1020.173,999.991,1015.735,1016.57,1017.239,1050.178,1059.707,1089.675,1108.486,0.001,,,,,,,3445,3.2,5423.873,,,,,,,,,
3450,96.4,1020.659,999.609,1016.067,1016.609,1017.169,1050.167,1058.386,1090.621,1100.771,0.001,,,,,,,3450,3,5813.04,,,,,,,,,
3455,94.6,1021.237,1000.097,1016.027,1016.688,1017.363,1050.247,1059.046,1091.261,1100.889,0.001,,,,,,,3455,3.8,5034.806,,,,,,,,,
3460,89.8,1022.029,999.994,1016.031,1016.621,1017.284,1058.471,1067.439,1083.785,1116.331,0.001,,,,,,,3460,3.2,5558.918,,,,,,,,,
3465,92.8,1021.52,1000.36,1016.039,1016.65,1017.317,1049.802,1066.328,1092.129,1125.569,0.001,,,,,,,3465,4.6,5151.052,,,,,,,,,
3470,95.2,1021.071,999.85,1016.088,1016.683,1017.228,1049.933,1058.598,1092.634,1116.854,0.001,,,,,,,3470,3.2,5290.814,,,,,,,,,
3475,92.4,1021.524,1000.282,1016.265,1016.77,1017.329,1049.672,1058.728,1100.239,1133.481,0.001,,,,,,,3475,4,5038.8,,,,,,,,,
3480,89.4,1022.248,1000.155,1016.003,1016.713,1017.377,1058.246,1067.138,1100.495,1117.644,0.001,,,,,,,3480,4.4,5051.754,,,,,,,,,
3485,93.4,1021.313,1000.154,1015.96,1016.579,1017.202,1057.973,1067.204,1084.219,1183.741,0.001,,,,,,,3485,3.8,4928.438,,,,,,,,,
3490,96,1020.757,999.974,1016.04,1016.64,1017.2,1050.056,1058.95,1091.776,1108.346,0.001,,,,,,,3490,3.6,5485.314,,,,,,,,,
3495,91,1021.894,1000.099,1016.132,1016.706,1017.425,1050.466,1066.698,1083.618,1100.527,0.001,,,,,,,3495,3.6,5529.58,,,,,,,,,
3500,94.2,1021.186,1000.059,1016.252,1016.739,1017.301,1049.789,1058.707,1091.161,1092.908,0.001,,,,,,,3500,4.2,5293.615,,,,,,,,,
3505,98.2,1020.251,999.94,1015.999,1016.633,1017.215,1034.053,1058.722,1091.833,1101.192,0.001,,,,,,,3505,3.6,5128.734,,,,,,,,,
3510,95.4,1020.971,1000.173,1016.078,1016.67,1017.269,1049.93,1067.227,1092.519,1100.63,0.001,,,,,,,3510,4.4,4071.792,,,,,,,,,
3515,94.8,1021.048,1000.064,1015.882,1016.613,1017.189,1050.212,1066.43,1091.837,1134.122,0.001,,,,,,,3515,4.2,4506.445,,,,,,,,,
3520,95.8,1020.811,1000.11,1016.115,1016.668,1017.205,1049.854,1066.565,1091.749,1097.738,0.001,,,,,,,3520,4.6,5351.63,,,,,,,,,
3525,92.2,1021.97,1000.133,1015.951,1016.658,1017.327,1058.003,1067.346,1092.144,1157.453,0.001,,,,,,,3525,3.6,6125.137,,,,,,,,,
3530,90.6,1021.681,1000.018,1016.085,1016.645,1017.239,1057.662,1066.26,1083.258,1133.682,0.001,,,,,,,3530,3.6,4040.332,,,,,,,,,
