time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,,time(sec), throughput(req/sec), avg_lat(ms)
2015,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2020,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2025,72.2,1087.199,999.765,1017.132,1050.751,1116.975,1216.473,1318.369,1460.423,1585.893,0.001,,,,
2030,170.2,1094.573,1000.056,1016.691,1049.928,1125.455,1259.676,1335.869,1543.741,1879.324,0.001,,,,
2035,167,1094.46,999.993,1016.763,1048.3,1126.12,1243.291,1347.863,1618.914,1963.075,0.001,,,,
2040,197,1080.84,996.672,1016.636,1033.173,1108.319,1204.621,1277.012,1526.37,2078.698,0.001,,,,
2045,186.6,1086.358,999.887,1016.656,1048.887,1116.669,1217.376,1317.128,1519.167,1787.974,0.001,,,,
2050,21.4,3582.37,1000.55,1016.927,1058.529,1209.705,17728.881,17944.597,18079.296,18480.645,0,,,,
2055,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2060,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2065,67.4,1134.429,1000.133,1016.53,1017.206,1049.428,1159.037,1591.971,3523.045,3639.779,0.001,,,,
2070,91.6,1177.854,999.918,1025.223,1088.067,1217.871,1535.105,1709.861,2002.114,2585.886,0.001,,,,
2075,50,1328.043,1000.317,1074.496,1150.457,1426.472,1921.555,2135.387,2993.95,3862.514,0.001,,,,
2080,72,1211.687,1000.355,1032.305,1100.183,1275.656,1592.015,1774.941,2251.576,3095.542,0.001,,,,
2085,163.6,1096.098,999.722,1017.444,1042.068,1124.32,1258.714,1358.593,1626.231,1879.165,0.001,,,,
2090,155.4,1108.096,1000.113,1023.83,1049.831,1126.414,1266.649,1417.488,1950.983,2761.307,0.001,,,,
2095,199.8,1075.043,999.688,1016.911,1033.95,1099.501,1184.729,1269.824,1491.615,1693.18,0.001,,,,
2100,140,1115.658,1000.346,1016.847,1058.825,1159.527,1317.533,1434.172,1642.782,2161.839,0.001,,,,
2105,188.8,1083.482,1000.058,1016.739,1041.382,1115.655,1224.766,1294.081,1443.89,1854.607,0.001,,,,
2110,173.4,1093.169,999.945,1016.77,1049.566,1117.473,1252.059,1352.493,1587.039,1972.017,0.001,,,,
2115,92.2,1682.135,1000.204,1016.883,1050.475,1134.326,1251.671,1466.258,18362.952,18598.335,0.001,,,,
2120,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2125,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2130,8.2,1129.221,1003.132,1047.824,1125.305,1183.689,1199.131,1218.522,1576.894,1576.894,0.001,,,,
2135,83.4,1205.445,1000.288,1020.47,1086.014,1267.368,1584.235,1831.346,2438.039,2963.415,0.001,,,,
2140,87.2,1173.7,1000.281,1021.271,1087.195,1236.193,1481.88,1625.169,2165.613,2668.663,0.001,,,,
2145,126.4,1129.294,999.382,1018.638,1055.526,1165.183,1342.495,1465.75,1950.431,2505.228,0.001,,,,
2150,130,1117.007,999.486,1018.205,1059.335,1150.59,1330.367,1467.818,1705.354,2601.043,0.001,,,,
2155,168.6,1094.302,1000.067,1017.574,1050.368,1126.174,1250.486,1334.942,1656.255,1961.201,0.001,,,,
2160,165,1097.606,999.986,1017.499,1050.995,1136.071,1253.35,1347.436,1557.17,1915.048,0.001,,,,
2165,178.4,1089.933,1000.193,1017.413,1050.739,1125.358,1235.777,1303.057,1515.704,1846.96,0.001,,,,
2170,174.6,1090.825,1000.084,1017.104,1049.726,1127.801,1245.826,1321.936,1490.465,2008.493,0.001,,,,
2175,189.6,1084.813,999.96,1016.812,1042.078,1117.847,1220.318,1311.468,1524.961,1660.278,0.001,,,,
2180,186.6,1084.498,999.703,1016.787,1042.77,1117.04,1220.461,1312.626,1447.608,1871.388,0.001,,,,
2185,186.2,1086.667,999.848,1016.896,1040.897,1116.476,1218.475,1319.812,1553.138,1969.099,0.001,,,,
2190,165.6,1096.32,999.794,1016.921,1050.259,1133.741,1254.641,1361.032,1622.606,1984.374,0.001,,,,
2195,181.4,1087.741,1000.227,1016.824,1049.382,1118.032,1235.903,1303.955,1514.384,1987.642,0.001,,,,
2200,180.6,1088.964,999.694,1016.854,1049.861,1124.789,1228.577,1318.202,1539.598,1801.065,0.001,,,,
2205,192.8,1084.006,999.829,1016.698,1033.52,1117.998,1218.18,1308.786,1480.603,1746.714,0.001,,,,
2210,156,1100.642,999.938,1016.977,1050.684,1128.754,1270.916,1359.695,1620.587,2091.358,0.001,,,,
2215,182.8,1087.858,999.74,1016.822,1049.395,1109.934,1236.351,1336.68,1582.193,1767.901,0.001,,,,
2220,179.6,1088.925,999.74,1016.864,1049.781,1118.977,1235.072,1335.363,1529.48,1957.516,0.001,,,,
2225,181.2,1088.242,999.916,1016.738,1042.245,1117.326,1234.123,1311.916,1482.243,2110.385,0.001,,,,
2230,108.8,1662.736,999.99,1016.714,1034.102,1127.001,1286.226,1469.725,20736.349,20897.249,0.001,,,,
2235,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2240,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2245,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2250,77.8,1101.934,999.855,1016.658,1050.072,1134.25,1285.971,1401.809,1571.685,1856.258,0.001,,,,
2255,165,1095.345,999.699,1016.791,1050.177,1133.917,1251.221,1344.613,1528.474,1781.29,0.001,,,,
2260,179.8,1089.425,999.703,1016.784,1042.107,1117.767,1219.46,1320.939,1602.436,1842.872,0.001,,,,
2265,69.4,1228.725,1000.387,1016.698,1049.774,1117.031,1488.141,2377.74,4268.5,5165.736,0.001,,,,
2270,182,1088.212,999.948,1016.752,1049.073,1115.648,1226.875,1335.735,1564.468,1872.028,0.001,,,,
2275,192.8,1084.598,999.792,1016.763,1041.212,1101.161,1236.677,1318.263,1462.701,1831.237,0.001,,,,
2280,102,1670.498,1000.102,1016.792,1033.659,1117.328,1232.944,1336.388,20290.905,20457.698,0.001,,,,
2285,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2290,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2295,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2300,122.4,1090.876,1000.25,1016.832,1041.83,1118.14,1242.473,1351.469,1542.639,2210.243,0.001,,,,
2305,192.6,1083.792,999.95,1016.6,1032.892,1108.164,1234.304,1334.912,1478.632,1783.013,0.001,,,,
2310,197.6,1081.515,999.156,1016.767,1034.187,1109.149,1217.471,1309.069,1462.215,1864.987,0.001,,,,
2315,31.2,1750.462,1000.192,1016.996,1050.32,1101.927,7250.921,7693.157,8145.022,8510.805,0.001,,,,
2320,64.8,1129.896,1000.481,1016.965,1066.782,1183.568,1374.814,1462.854,1803.32,2035.505,0.001,,,,
2325,143.4,1112.888,999.849,1016.842,1050.704,1135.028,1300.37,1429.243,1823.117,2183.719,0.001,,,,
2330,193.6,1082.608,999.985,1016.763,1033.208,1101.977,1225.696,1311.699,1563.422,2065.572,0.001,,,,
2335,77.2,1315.769,1000.316,1016.63,1033.626,1100.98,1260.034,1460.777,7677.125,7902.542,0.001,,,,
2340,57.8,1127.38,1000.316,1016.922,1058.121,1166.584,1327.097,1502.467,2034.396,2368.104,0.001,,,,
2345,202.8,1078.064,999.636,1016.652,1025.837,1101.23,1208,1286.016,1476.454,1688.08,0.001,,,,
2350,184,1087.607,999.822,1016.75,1033.672,1101.224,1236.087,1344.515,1553.789,1875.134,0.001,,,,
2355,128.8,1567.161,999.838,1016.717,1033.662,1108.013,1216.376,1344.036,20948.573,21736.937,0.001,,,,
2360,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2365,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2370,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2375,69.4,1098.086,999.934,1016.822,1049.796,1133.355,1251.362,1368.845,1567.339,1786.987,0.001,,,,
2380,185,1087.002,999.978,1016.774,1049.379,1115.947,1225.838,1309.716,1527.897,1898.118,0.001,,,,
2385,170.6,1093.782,999.818,1016.847,1049.866,1133.349,1250.491,1334.318,1544.345,1973.336,0.001,,,,
2390,139,1520.534,999.846,1016.722,1049.405,1126.059,1276.383,1452.528,19940.967,20322.392,0.001,,,,
2395,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2400,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2405,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2410,83,1098.557,999.656,1016.662,1033.351,1124.997,1275.347,1375.544,1654.038,2194.687,0.001,,,,
2415,126.2,1123.707,1000.338,1016.871,1051.555,1150.419,1284.045,1469.939,2359.709,2569.304,0.001,,,,
2420,161.6,1098.15,999.723,1016.945,1050.497,1134.227,1251.712,1335.759,1561.214,1799.878,0.001,,,,
2425,170.8,1092.343,999.887,1016.807,1050.238,1126.005,1250.614,1352.049,1502.496,1736.973,0.001,,,,
2430,36,2597.204,1000.569,1016.533,1025.431,1127.15,1369.077,18282.337,18877.507,18993.898,0,,,,
2435,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2440,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
2445,63.6,1104.939,999.936,1017.115,1049.768,1150.574,1258.452,1427.364,1634.436,2077.827,0.001,,,,
2450,132,1122.452,999.788,1018.096,1058.278,1168.553,1348.378,1452.23,1687.11,1998.336,0.001,,,,
2455,169,1091.775,999.651,1017.824,1028.226,1125.964,1264.389,1337.785,1537.573,1775.021,0.001,,,,
2460,161.6,1101.778,999.936,1017.518,1052.162,1137.381,1264.481,1378.499,1584.424,1846.684,0.001,,,,
2465,159.6,1098.859,999.985,1017.443,1050.168,1134.848,1256.648,1397.573,1585.958,1984.031,0.001,,,,
2470,178.4,1090.395,1000.079,1017.216,1035.877,1119.322,1236.934,1333.711,1577.455,2303.589,0.001,,,,
2475,153.8,1103.367,999.994,1017.365,1052.759,1143.339,1264.908,1410.835,1548.801,1819.782,0.001,,,,
2480,186.6,1084.486,999.923,1017,1041.4,1109.852,1228.216,1308.155,1535.096,1828.488,0.001,,,,
2485,203,1080.129,999.724,1016.905,1026.982,1102.512,1204.662,1290.065,1532.654,1838.218,0.001,,,,
2490,183,1086.449,999.963,1017.093,1049.532,1109.034,1236.602,1329.651,1508.34,1924.051,0.001,,,,
2495,186.8,1084.133,999.963,1017.001,1042.723,1108.962,1219.12,1321.507,1514.015,2140.585,0.001,,,,
2500,195,1082.263,999.667,1016.956,1033.841,1105.02,1202.058,1304.391,1560.204,1793.864,0.001,,,,
2505,174.4,1092.192,999.721,1016.917,1042.692,1117.454,1236.299,1384.37,1619.887,2487.249,0.001,,,,
2510,184.2,1085.861,999.75,1016.865,1041.809,1117.946,1219.959,1301.845,1541.181,1888.941,0.001,,,,
2515,210.2,1076.892,999.698,1016.868,1032.995,1100.886,1202.82,1270.485,1480.995,1710.743,0.001,,,,
2520,197.8,1079.782,999.808,1016.847,1026.217,1101.628,1217.691,1276.714,1495.853,1851.892,0.001,,,,
2525,214.6,1074.183,999.605,1016.828,1025.636,1101.416,1195.181,1268.635,1437.474,1708.074,0.001,,,,
2530,204.8,1080.201,999.883,1016.818,1033.604,1100.943,1209.524,1298.262,1515.002,1889.866,0.001,,,,
2535,164.4,1096.541,1000.058,1016.989,1050.83,1126.142,1252.576,1371.545,1583.098,1814.123,0.001,,,,
2540,164,1097.029,999.858,1016.795,1050.077,1133.758,1251.031,1337.51,1627.887,2056.286,0.001,,,,
2545,195.2,1080.819,999.674,1016.767,1029.291,1101.703,1209.04,1286.46,1546.359,1935.46,0.001,,,,
2550,190.6,1084.151,999.87,1016.763,1041.843,1116.671,1218.71,1293.553,1513.111,1884.234,0.001,,,,
2555,197.6,1081.923,999.882,1016.735,1032.949,1116.039,1210.362,1294.13,1530.277,1875.068,0.001,,,,
2560,188,1083.808,1000.052,1016.868,1034.648,1100.592,1226.169,1327.409,1616.417,1761.708,0.001,,,,
2565,187,1086.543,999.986,1016.74,1042.798,1110.085,1218.493,1318.494,1605.539,2101.782,0.001,,,,
2570,183.6,1086.723,1000.161,1016.668,1041.959,1108.075,1219.631,1327.439,1570.133,1887.083,0.001,,,,
2575,201,1077.988,999.732,1016.694,1035.492,1101.201,1197.711,1260.016,1496.582,2102.374,0.001,,,,
2580,204,1080.566,999.833,1016.618,1026.438,1100.933,1210.407,1285.718,1540.179,1739.782,0.001,,,,
2585,196.2,1079.22,999.657,1016.866,1033.844,1092.937,1201.005,1293.448,1536.695,2091.403,0.001,,,,
2590,214.4,1075.561,999.595,1016.787,1025.726,1101.663,1192.266,1275.376,1436.767,1855.519,0.001,,,,
2595,167.8,1094.374,999.897,1016.687,1048.742,1119.349,1243.353,1358.008,1654.223,1915.009,0.001,,,,
2600,178.2,1091.268,999.828,1016.903,1050.263,1125.038,1235.464,1336.167,1564.69,2142.712,0.001,,,,
2605,199.8,1078.813,999.514,1016.762,1033.575,1108.974,1217.48,1303.17,1430.824,1740.04,0.001,,,,
2610,188,1084.579,999.911,1016.801,1041.775,1116.95,1225.642,1313.032,1503.995,1797.751,0.001,,,,
2615,187,1086.301,999.889,1016.815,1041.887,1116.316,1234.536,1324.94,1495.102,2029.52,0.001,,,,
2620,204.8,1077.488,998.611,1016.691,1033.162,1100.42,1202.313,1286.604,1511.313,1846.417,0.001,,,,
2625,186,1085.932,999.715,1016.702,1049.636,1116.72,1229.353,1318.93,1477.796,1764.669,0.001,,,,
2630,199.4,1079.374,999.821,1016.612,1032.53,1099.778,1203.079,1293.884,1586.672,2097.845,0.001,,,,
2635,229,1070.591,999.975,1016.767,1025.64,1096.681,1175.06,1244.553,1427.548,1647.481,0.001,,,,
2640,200.2,1079.547,999.981,1016.642,1025.913,1101.046,1210.576,1285.935,1460.74,2460.788,0.001,,,,
2645,189.8,1084.367,1000.059,1016.613,1026.121,1101.644,1233.863,1311.194,1562.077,2232.753,0.001,,,,
2650,200.2,1080.211,1000.066,1016.655,1032.769,1100.881,1217.322,1284.159,1519.994,1880.934,0.001,,,,
2655,197,1083.451,999.811,1016.686,1042.055,1100.875,1217.955,1300.239,1486.892,2181.138,0.001,,,,
2660,175.6,1086.641,999.771,1016.72,1049.254,1108.952,1225.594,1309.763,1527.479,2208.389,0.001,,,,
2665,196,1081.246,999.527,1016.717,1034.006,1109.449,1217.851,1300.06,1520.811,1771.395,0.001,,,,
2670,204.2,1078.242,999.536,1016.73,1030.408,1101.279,1208.346,1284.33,1459.795,1676.148,0.001,,,,
2675,192.8,1083.398,999.726,1016.598,1033.035,1108.74,1217.84,1318.633,1504.215,2200.04,0.001,,,,
2680,195.4,1081.384,999.581,1016.728,1033.667,1109.228,1226.36,1293.46,1453.503,1695.675,0.001,,,,
2685,191.4,1084.265,995.168,1016.712,1041.139,1108.974,1217.722,1314.867,1545.874,1755.28,0.001,,,,
2690,198.4,1080.769,999.689,1016.702,1033.132,1101.479,1208.409,1311.343,1505.647,1705.836,0.001,,,,
2695,188.6,1083.838,1000.134,1016.735,1040.726,1116.901,1225.89,1303.265,1462.758,1686.777,0.001,,,,
2700,165.4,1098.605,999.706,1016.857,1049.657,1133.198,1269.096,1359.972,1638.544,1746.589,0.001,,,,
2705,165.6,1094.496,997.987,1016.8,1049.861,1125.689,1260.714,1343.698,1564.788,1838.545,0.001,,,,
2710,191.2,1085.022,999.9,1016.83,1049.495,1117.626,1217.57,1301.313,1526.781,1970.988,0.001,,,,
2715,203,1077.875,999.704,1016.687,1032.113,1101.305,1200.42,1289.506,1463.417,2056.91,0.001,,,,
2720,180,1088.119,999.801,1016.51,1033.946,1108.148,1226.531,1383.769,1586.684,1972.322,0.001,,,,
2725,197.6,1081.064,999.604,1016.805,1041.103,1116.889,1209.265,1291.069,1419.039,1778.946,0.001,,,,
2730,172.2,1094.339,999.526,1016.822,1049.479,1133.172,1252.359,1333.967,1579.364,2114.149,0.001,,,,
2735,185.2,1084.329,1000.15,1016.735,1034.311,1109.828,1217.307,1318.299,1544.527,1746.019,0.001,,,,
2740,207.8,1076.995,999.913,1016.691,1025.61,1100.971,1201.48,1285.605,1442.486,1796.557,0.001,,,,
2745,212.6,1075.93,999.646,1016.578,1025.328,1108.134,1208.499,1276.144,1444.342,1788.069,0.001,,,,
2750,198,1081.272,999.842,1016.644,1030.982,1109.091,1226.324,1286.038,1457.418,1654.016,0.001,,,,
2755,196.4,1081.11,999.854,1016.749,1041.533,1100.354,1210.851,1301.364,1478.831,1879.092,0.001,,,,
2760,168,1095.504,999.82,1016.769,1050.051,1128.883,1267.094,1351.552,1587.064,1852.601,0.001,,,,
2765,204.4,1077.006,999.081,1016.438,1025.419,1100.72,1209.065,1293.34,1476.723,2037.462,0.001,,,,
2770,174.8,1091.648,999.636,1016.707,1049.347,1125.191,1252.329,1350.311,1534.316,1704.615,0.001,,,,
2775,215.2,1075.511,999.974,1016.528,1025.233,1100.371,1212.526,1300.947,1460.533,1887.552,0.001,,,,
2780,172.2,1090.908,999.782,1016.736,1049.643,1125.064,1243.513,1334.094,1502.875,1927.668,0.001,,,,
2785,195.8,1081.895,999.91,1016.603,1025.846,1100.553,1217.589,1318.023,1552.623,2289.385,0.001,,,,
2790,161.8,1097.349,999.934,1016.756,1049.709,1117.546,1259.506,1375.51,1676.83,2083.233,0.001,,,,
2795,197.2,1081.972,999.916,1016.647,1033.487,1108.978,1217.581,1309.02,1576.138,1771.032,0.001,,,,
2800,190,1083.406,1000.206,1016.767,1046.58,1109.516,1226.024,1309.875,1469.691,1619.495,0.001,,,,
2805,192.4,1082.7,1000.034,1016.678,1033.207,1101.077,1209.225,1307.935,1553.365,2082.045,0.001,,,,
2810,206.8,1077.582,994.387,1016.555,1025.67,1100.087,1201.48,1302.184,1502.033,1822.491,0.001,,,,
2815,191.4,1084.533,999.699,1016.733,1033.202,1100.88,1210.131,1302.963,1638.058,2299.515,0.001,,,,
2820,190.2,1083.37,999.907,1016.661,1034.11,1101.806,1210.596,1302.379,1554.549,2165.038,0.001,,,,
2825,203.6,1078.096,999.755,1016.518,1025.887,1101.064,1202.818,1292.17,1469.678,1703.328,0.001,,,,
2830,192.6,1087.494,999.866,1016.605,1033.294,1117.039,1226.238,1317.939,1578.543,1963.456,0.001,,,,
2835,175.4,1087.082,999.935,1016.515,1042.415,1117.091,1226.277,1350.925,1578.001,1768.833,0.001,,,,
2840,154.6,1102.788,999.827,1016.796,1050.346,1126.634,1267.83,1400.22,1643.698,2943.786,0.001,,,,
2845,206.2,1078.235,999.593,1016.63,1025.968,1101.111,1217.942,1293.373,1460.726,1803.565,0.001,,,,
2850,185.8,1084.616,999.615,1016.693,1034.206,1108.694,1223.698,1342.697,1518.776,1651.857,0.001,,,,
2855,180.2,1088.416,999.575,1016.637,1042.416,1109.739,1226.303,1317.901,1585.273,2131.712,0.001,,,,
2860,199.4,1081.083,999.717,1016.589,1025.622,1108.468,1225.994,1308.726,1443.289,1795.932,0.001,,,,
2865,172.2,1092.447,999.806,1016.849,1049.862,1117.759,1248.85,1358.433,1552.913,1711.731,0.001,,,,
2870,183,1087.152,999.728,1016.647,1041.754,1108.267,1232.899,1334.642,1569.404,2172.357,0.001,,,,
2875,184.6,1085.92,999.984,1016.584,1033.689,1108.743,1230.296,1326.909,1537.554,2186.969,0.001,,,,
2880,198,1081.674,999.593,1016.65,1032.659,1107.553,1217.235,1317.087,1509.592,1669.425,0.001,,,,
2885,179.8,1087.907,999.661,1016.613,1048.771,1116.416,1226.118,1319.695,1611.78,1903.933,0.001,,,,
2890,191.4,1083.599,999.834,1016.519,1033.848,1101.172,1208.192,1317.194,1553.927,2003.465,0.001,,,,
2895,214.6,1073.921,999.895,1016.495,1025.06,1099.454,1200.043,1268.005,1443.016,1719.722,0.001,,,,
2900,227.8,1071.247,999.767,1016.617,1025.521,1092.287,1184.551,1253.472,1419.626,1907.203,0.001,,,,
2905,208.4,1075.269,1000.045,1016.649,1032.598,1099.915,1200.441,1277.362,1452.951,1711.908,0.001,,,,
2910,193.6,1083.047,1000.053,1016.647,1033.063,1106.041,1218.046,1301.827,1588.31,1811.382,0.001,,,,
2915,206,1077.923,999.691,1016.673,1025.471,1104.981,1201.613,1276.306,1495.362,1979.914,0.001,,,,
2920,217.6,1075.166,999.912,1016.662,1025.865,1092.729,1184.842,1284.468,1451.826,2188.482,0.001,,,,
2925,202.2,1078.152,999.959,1016.605,1033.786,1092.62,1201.058,1293.196,1569.956,1870.832,0.001,,,,
2930,206,1076.643,999.649,1016.691,1033.596,1099.815,1201.155,1276.166,1469.429,1821.471,0.001,,,,
2935,210.8,1074.947,999.313,1016.667,1026.195,1101.079,1185.694,1275.424,1428.351,1855.486,0.001,,,,
2940,212,1075.246,999.171,1016.498,1025.704,1100.056,1217.275,1294.359,1434.772,1693.022,0.001,,,,
2945,203.4,1078.889,999.67,1016.709,1030.856,1099.935,1202.087,1276.895,1485.22,1849.326,0.001,,,,
2950,209.2,1077.792,999.793,1016.652,1025.791,1101.312,1204.774,1284.405,1504.485,1670.438,0.001,,,,
2955,209.6,1075.388,999.854,1016.686,1025.951,1100.132,1208.493,1268.009,1444.629,1763.476,0.001,,,,
2960,199.8,1079.569,1000.145,1016.677,1033.634,1108.198,1209.507,1293.569,1418.188,1720.976,0.001,,,,
2965,224.6,1070.742,999.782,1016.649,1025.735,1092.456,1181.802,1251.415,1461.447,1737.268,0.001,,,,
2970,214.4,1074.606,999.919,1016.611,1025.769,1084.184,1192.39,1293.344,1513.368,1888.011,0.001,,,,
2975,194.8,1081.598,999.855,1016.652,1042.041,1115.217,1201.125,1275.452,1525.822,1971.161,0.001,,,,
2980,199,1083.24,999.749,1016.668,1033.67,1117.123,1211.08,1293.014,1501.897,1763.474,0.001,,,,
2985,193.4,1080.164,999.709,1016.65,1041.669,1108.24,1209.378,1277.294,1510.448,1861.619,0.001,,,,
2990,203.6,1078.782,999.801,1016.713,1033.718,1107.442,1193.465,1283.947,1461.157,1839.453,0.001,,,,
2995,147.2,1585.308,1000.344,1016.557,1025.427,1100.166,1200.835,1310.377,24852.373,25621.478,0.001,,,,
3000,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3005,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3010,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3015,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3020,105.4,1093.166,999.911,1016.551,1032.197,1117.741,1266.123,1401.07,1625.731,1867.375,0.001,,,,
3025,192.2,1083.144,999.956,1016.736,1041.396,1117.245,1208.963,1275.691,1518.719,1653.622,0.001,,,,
3030,216.8,1074.41,999.955,1016.54,1025.674,1100.074,1200.623,1268.614,1431.9,1744.81,0.001,,,,
3035,211.8,1074.481,999.732,1016.555,1025.42,1099.525,1192.135,1276.463,1452.606,1863.971,0.001,,,,
3040,135.2,1584.725,999.68,1016.561,1042.052,1127.447,1266.921,1358.875,23005.094,24580.308,0.001,,,,
3045,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3050,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3055,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3060,2.6,2992.374,1038.465,2017.359,2459.095,3874.93,4790.826,5334.073,5334.073,5334.073,0,,,,
3065,120.4,1097.943,999.973,1016.732,1049.499,1125.514,1267.509,1366.817,1603.136,2333.004,0.001,,,,
3070,199.8,1078.914,999.811,1016.62,1026.143,1101.123,1209.493,1285.836,1502.577,1795.431,0.001,,,,
3075,214,1075.512,999.57,1016.644,1025.506,1100.235,1193.98,1268.536,1469.498,1695.123,0.001,,,,
3080,195.8,1080.727,1000.104,1016.781,1033.801,1108.715,1201.524,1284.766,1468.919,1963.028,0.001,,,,
3085,85.6,1846.318,1000.016,1016.769,1033.387,1117.091,1276.46,1493.598,21741.71,22460.974,0.001,,,,
3090,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3095,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3100,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3105,59.4,1129.972,999.943,1018.698,1065.382,1182.843,1361.02,1421.943,1666.432,2101.653,0.001,,,,
3110,181.8,1087.975,999.804,1018.041,1044.656,1120.152,1221.862,1301.569,1526.013,1886.579,0.001,,,,
3115,200.4,1078.156,999.734,1017.426,1027.094,1105.156,1205.233,1273.002,1459.389,1922.13,0.001,,,,
3120,198.2,1081.789,999.907,1017.235,1043.068,1105.927,1216.228,1287.293,1512.581,1896.399,0.001,,,,
3125,186.8,1084.346,1000.064,1017.155,1049.952,1125.202,1213.729,1280.481,1466.717,1653.626,0.001,,,,
3130,186,1088.493,999.992,1017.135,1042.489,1120.46,1238.474,1326.699,1501.16,1777.985,0.001,,,,
3135,191,1081.886,999.454,1016.985,1034.106,1109.872,1219.266,1287.649,1467.468,1823.716,0.001,,,,
3140,172.6,1092.174,999.691,1017.023,1050.264,1127.14,1239.076,1326.401,1516.984,1805.849,0.001,,,,
3145,200.4,1079.882,999.533,1016.882,1033.61,1102.071,1205.443,1295.702,1466.558,1897.421,0.001,,,,
3150,189.4,1085.325,999.751,1017.023,1049.55,1118.112,1220.737,1288.683,1481.619,1789.941,0.001,,,,
3155,188.8,1084.429,998.162,1017.072,1043.109,1108.993,1217.973,1296.075,1560.572,1880.873,0.001,,,,
3160,192.2,1083.958,999.901,1016.925,1034.436,1117.179,1210.936,1303.818,1496.702,1618.139,0.001,,,,
3165,210.2,1074.802,999.826,1016.825,1026.297,1101.245,1184.747,1255.538,1490.669,1732.06,0.001,,,,
3170,204.2,1078.157,999.385,1016.774,1025.907,1101.034,1214.8,1311.174,1447.858,1765.487,0.001,,,,
3175,207.6,1076.942,999.713,1016.817,1026.048,1101.595,1202.426,1277.32,1464.85,1713.206,0.001,,,,
3180,211,1075.19,999.807,1016.672,1025.767,1100.426,1186.201,1270.031,1479.965,2036.588,0.001,,,,
3185,206.6,1077.447,999.766,1016.668,1033.47,1100.893,1209.629,1278.102,1463.416,1665.069,0.001,,,,
3190,199.4,1080.018,1000.006,1016.755,1026.985,1108.462,1216.558,1286.948,1472.582,1756.19,0.001,,,,
