time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,,time(sec), throughput(req/sec), avg_lat(ms)
3195,215.6,1074.018,999.955,1016.698,1025.892,1100.284,1194.573,1277.327,1447.092,1570.293,0.001,,,,
3200,223,1071.175,999.539,1016.679,1025.526,1099.959,1173.297,1267.948,1470.263,1701.938,0.001,,,,
3205,208.4,1078.013,999.855,1016.733,1033.917,1100.999,1202.888,1271.938,1479.481,1808.884,0.001,,,,
3210,198,1080.546,1000.048,1016.707,1032.953,1101.736,1209.912,1285.37,1528.963,2144.47,0.001,,,,
3215,197.2,1080.611,999.86,1016.745,1032.542,1109.702,1210.798,1284.783,1487.286,2176.022,0.001,,,,
3220,206.2,1077.698,999.809,1016.628,1026.136,1108.572,1201.966,1286.821,1464.986,1781.144,0.001,,,,
3225,193.2,1082.606,999.619,1016.818,1033.995,1109.323,1227.118,1319.646,1480.257,1740.11,0.001,,,,
3230,203.4,1078.362,1000.078,1016.765,1033.938,1100.733,1202.733,1286.36,1445.239,1628.528,0.001,,,,
3235,200.8,1080.677,1000.086,1016.793,1030.521,1108.524,1202.12,1302.692,1495.409,1798.682,0.001,,,,
3240,165.2,1097.487,1000.087,1016.622,1049.448,1125.585,1266.966,1359.812,1612.565,2142.955,0.001,,,,
3245,194.4,1079.374,999.646,1016.73,1027.287,1101.896,1193.222,1287.116,1495.627,2083.597,0.001,,,,
3250,184,1087.8,999.878,1016.742,1042.069,1117.614,1233.624,1327.658,1536.824,1770.081,0.001,,,,
3255,187,1084.665,1000.128,1016.683,1044.9,1116.955,1226.538,1318.72,1443.976,1611.393,0.001,,,,
3260,209.6,1076.027,999.375,1016.698,1025.531,1102.601,1201.125,1257.984,1445.584,1739.318,0.001,,,,
3265,202.4,1080.263,999.821,1016.708,1032.745,1101.456,1209.429,1287.863,1544.689,1914.623,0.001,,,,
3270,210.2,1075.261,999.574,1016.626,1025.585,1100.614,1200.829,1277.18,1469.083,1791.602,0.001,,,,
3275,187.4,1085.223,999.68,1016.597,1033.405,1116.465,1235.022,1328.837,1547.687,1788.521,0.001,,,,
3280,74.4,1628.741,1000.062,1016.483,1025.896,1100.421,1243.215,1494.529,14413.967,15060.367,0.001,,,,
3285,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3290,4.8,1414.965,1001.749,1191.108,1266.618,1608.221,1951.104,1993.343,2283.592,2283.592,0.001,,,,
3295,192.4,1078.059,999.668,1016.67,1025.741,1108.606,1214.329,1301.577,1469.002,1691.096,0.001,,,,
3300,216.2,1074.596,999.835,1016.717,1025.979,1100.142,1190.371,1267.69,1493.754,1647.203,0.001,,,,
3305,200.8,1349.571,999.859,1016.713,1033.572,1100.714,1203.603,1302.344,18301.695,18786.631,0.001,,,,
3310,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3315,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3320,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3325,113.6,1086.717,1000.106,1016.767,1049.032,1117.449,1217.612,1303.009,1629.462,1971.179,0.001,,,,
3330,194.8,1091.344,999.789,1016.62,1032.887,1100.79,1225.761,1319.241,1936.111,2472.725,0.001,,,,
3335,179.4,1077.858,1000.093,1016.629,1025.809,1107.719,1192.921,1285.237,1479.091,1828.487,0.001,,,,
3340,152.4,1315.223,999.937,1016.64,1025.729,1109.314,1210.331,1317.613,12831.844,14117.939,0.001,,,,
3345,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3350,2.6,2307.836,1000.187,2048.277,2425.568,2982.988,3392.031,3424.501,3424.501,3424.501,0,,,,
3355,152.2,1083.126,999.9,1016.742,1042.337,1109.538,1214.017,1302.156,1453.597,1849.771,0.001,,,,
3360,172,1092.086,998.622,1016.839,1050.062,1117.484,1225.917,1345.966,1611.941,1857.464,0.001,,,,
3365,188.8,1128.695,999.634,1016.784,1049.458,1116.803,1233.594,1301.734,1478.684,22876.146,0.001,,,,
3370,5,12871.043,1000.65,1058.995,19415.674,22674.558,22716.449,22824.442,22993.441,22993.441,0,,,,
3375,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3380,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3385,0.4,3907.839,3616.065,3616.065,4199.613,4199.613,4199.613,4199.613,4199.613,4199.613,0,,,,
3390,120.8,1092.272,999.559,1016.85,1050.14,1125.704,1224.856,1311.044,1578.351,2626.044,0.001,,,,
3395,187.4,1085.543,1000.071,1016.733,1033.679,1116.52,1226.469,1309.356,1511.092,1946.992,0.001,,,,
3400,190.8,1083.876,999.819,1016.72,1034.168,1115.467,1218.864,1309.147,1460.226,1954.097,0.001,,,,
3405,138.4,1526.435,999.918,1016.699,1049.185,1117.884,1268.589,1449.647,20941.779,21742.999,0.001,,,,
3410,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3415,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3420,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3425,36.8,1189.671,1000.904,1016.688,1050.68,1149.633,1308.056,2159.376,3368.516,4426.127,0.001,,,,
3430,199.8,1081.92,999.951,1016.704,1040.399,1108.172,1218.24,1308.376,1469.569,1790.843,0.001,,,,
3435,215.6,1073.872,999.808,1016.662,1025.551,1096.567,1194.08,1276.568,1427.188,1690.697,0.001,,,,
3440,225.2,1206.769,999.752,1016.532,1025.064,1084.088,1176.173,1252.073,11074.881,12776.918,0.001,,,,
3445,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3450,5.4,1568.412,1001.537,1083.578,1425.29,1985.647,2519.643,2561.606,2994.567,2994.567,0.001,,,,
3455,151.6,1093.561,999.857,1016.747,1041.987,1120.188,1258.878,1351.945,1600.829,1776.372,0.001,,,,
3460,181,1087.518,999.648,1016.767,1041.875,1117.698,1235.172,1325.086,1477.984,2458.464,0.001,,,,
3465,202.2,1078.943,999.876,1016.735,1033.381,1116.316,1201.858,1267.164,1462.017,1742.397,0.001,,,,
3470,27.6,2985.879,1000.586,1016.81,1050.215,1131.304,17407.788,17706.592,17924.899,17941.793,0,,,,
3475,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3480,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
3485,87,1105.489,999.787,1016.841,1050.118,1134.084,1284.594,1382.06,1702.171,1769.496,0.001,,,,
3490,181.8,1088.213,999.613,1016.733,1034.116,1125.848,1243.451,1311.207,1495.852,1720.919,0.001,,,,
3495,215.8,1074.05,1000.103,1016.689,1025.787,1101.423,1191.042,1268.431,1411.071,1671.063,0.001,,,,
3500,191,1083.858,999.644,1016.705,1033.88,1117.314,1215.537,1318.111,1476.606,1796.338,0.001,,,,
3505,201,1079.745,999.552,1016.664,1039.324,1109.052,1200.753,1268.41,1503.086,2182.611,0.001,,,,
3510,218.4,1072.664,999.886,1016.585,1025.415,1090.858,1184.729,1291.851,1511.772,1703.305,0.001,,,,
3515,202.6,1079.907,999.915,1016.677,1041.78,1100.78,1201.012,1284.103,1443.579,1829.978,0.001,,,,
3520,211.6,1074.653,999.817,1016.664,1025.498,1100.357,1191.685,1275.317,1486.829,1694.894,0.001,,,,
3525,200.2,1079.616,999.672,1016.454,1025.911,1116.798,1210.184,1276.175,1495.158,1668.237,0.001,,,,
3530,195.4,1081.28,999.518,1016.59,1025.748,1101.467,1201.75,1335.929,1562.194,1813.244,0.001,,,,
3535,220,1073.158,1000.04,1016.715,1025.983,1099.93,1201.359,1259.558,1441.377,1643.582,0.001,,,,
3540,208.8,1075.92,999.822,1016.674,1025.805,1100.022,1192.747,1283.52,1443.853,1769.766,0.001,,,,
3545,195.4,1081.458,999.409,1016.658,1033.175,1114.026,1219.001,1284.73,1460.944,1920.83,0.001,,,,
3550,204.4,1078.305,999.956,1016.592,1025.999,1108.428,1201.615,1282.553,1454.271,1628.867,0.001,,,,
3555,192,1083.999,999.809,1016.652,1048.399,1116.638,1217.966,1326.713,1501.331,1619.784,0.001,,,,
3560,209.2,1075.911,999.895,1016.61,1033.404,1100.588,1209.102,1268.804,1409.487,1661.537,0.001,,,,
3565,205.4,1077.234,999.824,1016.704,1040.848,1100.094,1193.689,1290.792,1443.914,1721.3,0.001,,,,
3570,217.8,1074.462,999.878,1016.613,1025.557,1098.825,1192.131,1275.765,1476.074,1611.476,0.001,,,,
3575,233.4,1067.116,999.784,1016.516,1025.187,1083.936,1176.823,1243.908,1369.889,1680.056,0.001,,,,
3580,207.2,1078.206,999.813,1016.678,1026.004,1101.107,1214.892,1276.232,1477.471,1677.823,0.001,,,,
3585,216.4,1074.434,999.811,1016.648,1025.755,1099.485,1200.06,1268.796,1443.228,1987.803,0.001,,,,
3590,223,1070.394,999.831,1016.506,1025.087,1099.258,1176.629,1251.695,1418.076,1660.376,0.001,,,,
3595,201.8,1079.354,1000.25,1016.582,1040.923,1108.193,1193.883,1276.247,1494.691,1998.851,0.001,,,,
3600,202.4,1079.09,999.727,1016.632,1033.452,1108.431,1217.292,1309.626,1436.713,1628.865,0.001,,,,
3605,197,1080.422,999.78,1016.621,1032.62,1100.593,1218.365,1302.358,1484.809,2029.326,0.001,,,,
3610,194.2,1082.481,999.46,1016.685,1034.225,1108.88,1225.641,1301.609,1494.848,1729.816,0.001,,,,
3615,211.6,1075.161,999.597,1016.48,1025.252,1099.616,1200.965,1277.104,1517.669,1763.002,0.001,,,,
3620,230.6,1071.274,999.948,1016.641,1025.268,1099.165,1183.944,1243.103,1459.534,1894.315,0.001,,,,
3625,204,1077.768,999.456,1016.606,1025.487,1108.374,1200.681,1301.172,1468.714,1560.476,0.001,,,,
3630,198.6,1079.342,999.85,1016.69,1026.1,1109.476,1202.835,1284.184,1435.869,1645.265,0.001,,,,
3635,196,1080.901,999.707,1016.671,1033.416,1108.903,1217.85,1292.507,1493.802,1630.462,0.001,,,,
3640,216.6,1074.193,999.691,1016.524,1025.481,1099.565,1200.855,1276.079,1443.635,1653.302,0.001,,,,
3645,203,1079.405,999.646,1016.782,1041.418,1101.043,1202.018,1284.932,1454.902,2061.434,0.001,,,,
3650,178.4,1087.893,999.541,1016.591,1041.953,1109.032,1209.605,1344.032,1617.04,1971.808,0.001,,,,
3655,190.2,1085.223,999.897,1016.697,1047.119,1108.264,1226.179,1334.8,1503.254,1755.06,0.001,,,,
3660,195.4,1081.481,1000.433,1016.807,1041.945,1101.787,1216.917,1285.733,1434.569,2032.312,0.001,,,,
3665,208.8,1075.747,999.71,1016.75,1032.529,1099.824,1208.953,1278.784,1436.304,1674.321,0.001,,,,
3670,183,1086.773,999.983,1016.666,1033.545,1108.934,1252.584,1333.905,1528.736,1888.159,0.001,,,,
3675,204.4,1078.889,999.727,1016.675,1031.931,1101.246,1209.59,1285.197,1442.217,1804.257,0.001,,,,
3680,199.8,1080.004,1000.074,1016.625,1041.496,1100.689,1209.919,1301.768,1519.238,1965.203,0.001,,,,
3685,186.4,1085.415,999.796,1016.718,1041.75,1117.749,1218.536,1301.846,1504.268,1670.521,0.001,,,,
3690,192.8,1082.99,999.746,1016.819,1041.708,1108.733,1210.871,1286.493,1511.723,1957.513,0.001,,,,
3695,198.6,1080.279,999.954,1016.839,1033.55,1108.976,1210.193,1284.298,1446.157,1593.874,0.001,,,,
3700,215,1074.223,999.848,1016.635,1025.487,1100.559,1185.777,1275.953,1418.029,2510.971,0.001,,,,
3705,184.8,1086.038,999.949,1016.802,1034.365,1117.405,1225.695,1302.667,1562.013,1974.472,0.001,,,,
3710,207.4,1078.077,1000.019,1016.645,1033.138,1107.684,1193.509,1291.812,1494.043,2034.49,0.001,,,,
3715,206.2,1076.93,999.941,1016.615,1033.817,1106.75,1200.988,1268.418,1444.089,1636.164,0.001,,,,
3720,206,1077.526,1000.205,1016.763,1033.563,1108.138,1184.908,1269.343,1437.332,1813.156,0.001,,,,
3725,179,1089.624,999.66,1016.825,1047.998,1117.784,1234.257,1336.015,1518.375,1820.271,0.001,,,,
3730,193.2,1083.183,999.487,1016.729,1037.849,1107.87,1201.441,1316.176,1594.013,1830.436,0.001,,,,
3735,203,1077.769,999.905,1016.692,1025.885,1101.304,1208.128,1276.564,1451.482,1921.139,0.001,,,,
3740,211.2,1075.164,999.978,1016.491,1025.089,1099.971,1217.942,1276.38,1468.741,1820.733,0.001,,,,
3745,204.4,1078.044,999.942,1016.618,1033.195,1106.866,1198.896,1269.054,1435.653,2105.939,0.001,,,,
3750,203,1078.658,999.734,1016.624,1032.174,1107.918,1200.831,1293.3,1512.206,1653.297,0.001,,,,
3755,211.6,1076.635,999.648,1016.576,1025.654,1108.356,1200.252,1267.9,1486.648,1762.725,0.001,,,,
3760,207.2,1076.764,999.819,1016.572,1026.159,1099.343,1209.37,1284.657,1493.101,1912.048,0.001,,,,
3765,191.6,1082.434,1000.117,1016.534,1033.899,1109.152,1232.055,1310.271,1435.328,1577.577,0.001,,,,
3770,210.6,1082.86,1000.057,1016.617,1025.839,1100.378,1199.909,1276.787,1485.253,5118.975,0.001,,,,
3775,178,1081.85,999.91,1016.646,1025.89,1099.664,1184.435,1243.559,1852.01,2791.364,0.001,,,,
3780,187.2,1085.304,999.758,1016.576,1041.529,1109.315,1222.348,1342.812,1492.451,2152.816,0.001,,,,
3785,199.2,1081.633,999.852,1016.638,1033.581,1109.106,1224.765,1291.912,1459.609,1789.167,0.001,,,,
3790,194.2,1080.622,999.604,1016.694,1033.208,1109.986,1208.912,1294.281,1517.884,1712.259,0.001,,,,
3795,201,1079.738,1000.058,1016.571,1032.45,1108.997,1217.138,1292.009,1484.838,1760.399,0.001,,,,
3800,213,1075.011,999.531,1016.488,1025.848,1099.856,1200.538,1275.646,1459.092,1676.936,0.001,,,,
3805,196,1082.378,999.849,1016.736,1033.11,1100.731,1217.51,1309.135,1553.617,2013.357,0.001,,,,
3810,179.4,1087.181,999.641,1016.661,1049.481,1117.215,1233.534,1311.337,1476.415,1779.143,0.001,,,,
3815,204.8,1078.711,1000.136,1016.692,1033.662,1108.64,1209.414,1285.162,1435.822,1744.231,0.001,,,,
3820,193,1081.866,999.655,1016.695,1041.866,1116.291,1216.44,1291.641,1484.255,1770.491,0.001,,,,
3825,213.6,1076.443,996.112,1016.569,1025.454,1100.451,1200.773,1275.821,1560.402,1853.83,0.001,,,,
3830,212.2,1073.736,1000.089,1016.665,1026.37,1099.63,1190.086,1250.59,1450.815,1897.234,0.001,,,,
3835,191.4,1084.06,1000.041,1016.664,1047.43,1109.297,1233.989,1293.751,1510.218,2130.638,0.001,,,,
3840,215.2,1073.669,999.88,1016.576,1025.83,1100.47,1201.325,1267.716,1359.965,1577.585,0.001,,,,
3845,198.6,1080.998,1000.168,1016.718,1029.76,1106.966,1225.072,1292.837,1491.929,1913.671,0.001,,,,
3850,187.4,1085.487,999.915,1016.546,1033.491,1115.8,1234.382,1325.92,1518.136,1837.731,0.001,,,,
3855,216,1073.792,999.526,1016.584,1025.524,1100.184,1208.935,1276.333,1418.316,1687.052,0.001,,,,
3860,226.8,1069.989,999.579,1016.531,1025.284,1095.876,1184.519,1248.359,1409.8,1570.511,0.001,,,,
3865,191.8,1083.746,999.848,1016.662,1049.47,1116.128,1217.594,1310.079,1467.631,1721.575,0.001,,,,
3870,202.6,1078.583,999.884,1016.665,1034.309,1108.571,1207.688,1274.955,1435.835,1760.8,0.001,,,,
3875,190.4,1083.976,999.52,1016.614,1032.539,1117.341,1218.014,1309.69,1519.483,1728.449,0.001,,,,
3880,212.4,1075.089,999.901,1016.585,1025.657,1100.437,1193.598,1268.344,1418.571,1586.51,0.001,,,,
3885,215,1073.881,999.89,1016.628,1033.415,1100.211,1197.977,1267.462,1435.575,1663.189,0.001,,,,
3890,222,1072.504,999.868,1016.542,1025.552,1100.213,1199.472,1247.507,1443.062,1617.843,0.001,,,,
3895,212.8,1075.165,999.447,1016.562,1025.622,1099.815,1193.229,1268.54,1460.968,2190.027,0.001,,,,
3900,195,1081.698,999.723,1016.702,1047.339,1100.38,1208.816,1295.324,1545.637,1987.059,0.001,,,,
3905,210.6,1075.15,1000.181,1016.596,1026.161,1099.617,1208.157,1276.9,1452.919,1626.836,0.001,,,,
3910,199.8,1081.711,1000.098,1016.556,1033.149,1116.841,1210.342,1292.091,1526.304,1753.264,0.001,,,,
3915,211.2,1074.433,999.998,1016.62,1025.458,1100.794,1192.674,1269.418,1420.016,1880.126,0.001,,,,
3920,202.6,1078.482,999.922,1016.651,1032.633,1101.005,1207.522,1284.773,1503.096,1702.505,0.001,,,,
3925,196.2,1081.726,999.594,1016.6,1033.185,1108.001,1217.637,1285.007,1528.204,1812.667,0.001,,,,
3930,201.6,1078.994,999.676,1016.609,1025.95,1116.356,1217.742,1292.167,1435.695,1879.571,0.001,,,,
3935,208.4,1078.548,999.678,1016.556,1026.225,1116.334,1217.553,1270.406,1419.332,1736.51,0.001,,,,
3940,200.4,1077.29,999.88,1016.593,1026.486,1100.656,1208.8,1300.988,1402.446,1796.623,0.001,,,,
3945,207.6,1076.835,999.974,1016.541,1033.077,1107.89,1200.783,1290.563,1425.379,1651.45,0.001,,,,
3950,213.8,1075.312,999.828,1016.578,1030.465,1100.879,1196.697,1260.531,1433.735,1703.504,0.001,,,,
3955,222,1072.18,1000.072,1016.562,1025.496,1100.547,1184.807,1247.466,1401.611,1602.389,0.001,,,,
3960,209,1075.756,999.915,1016.6,1025.724,1100.448,1200.737,1277.92,1446.178,1639.822,0.001,,,,
3965,226.8,1070.954,999.902,1016.586,1025.462,1099.756,1183.629,1251.699,1410.982,1822.19,0.001,,,,
3970,185,1086.11,1000.059,1016.605,1041.675,1116.93,1222.206,1317.601,1501.584,1896.834,0.001,,,,
3975,198,1080.721,999.814,1016.536,1025.855,1100.246,1217.737,1303.314,1511.185,1921.228,0.001,,,,
3980,204.4,1078.077,999.843,1016.583,1025.762,1102.204,1201.052,1278.484,1526.242,1737.612,0.001,,,,
3985,193.8,1082.456,999.829,1016.639,1041.368,1108.547,1218.322,1293.805,1520.18,1972.376,0.001,,,,
3990,216.2,1073.565,997.169,1016.551,1025.361,1100.296,1200.279,1259.809,1401.383,1810.51,0.001,,,,
3995,222.6,1072.99,999.319,1016.589,1025.515,1092.176,1200.527,1268.834,1434.795,1695,0.001,,,,
4000,216.2,1072.036,999.38,1016.596,1032.634,1100.108,1184.02,1244.119,1436.516,1610.655,0.001,,,,
4005,231,1069.807,999.551,1016.467,1025.209,1091.567,1177.113,1246.913,1459.919,1739.621,0.001,,,,
4010,205.6,1077.568,999.997,1016.723,1033.183,1100.688,1212.361,1275.809,1418.246,2097.466,0.001,,,,
4015,219.4,1072.069,999.483,1016.54,1025.369,1099.317,1192.223,1250.896,1479.755,1816.694,0.001,,,,
4020,211.6,1076.249,1000.092,1016.633,1025.759,1108.224,1199.486,1276.611,1442.435,1644.396,0.001,,,,
4025,217.8,1073.024,999.676,1016.526,1025.548,1100.37,1193.09,1259.325,1445.294,1702.404,0.001,,,,
4030,229.4,1069.61,999.659,1016.53,1025.082,1090.874,1184.687,1259.621,1443.784,1687.931,0.001,,,,
4035,193.8,1082.028,999.878,1016.582,1032.396,1107.98,1217.637,1309.598,1517.087,1805.107,0.001,,,,
4040,227.8,1070.698,999.884,1016.542,1025.325,1092.13,1184.214,1285.531,1401.602,1602.719,0.001,,,,
4045,227.4,1069.855,999.93,1016.643,1025.247,1100.195,1184.563,1250.828,1368.229,1562.469,0.001,,,,
4050,213,1076.118,997.202,1016.564,1025.479,1100.154,1200.944,1292.581,1460.248,1619.058,0.001,,,,
4055,228.2,1069.114,997.664,1016.573,1025.296,1090.998,1176.217,1245.143,1435.547,1804.715,0.001,,,,
4060,151.2,1491.962,999.934,1016.482,1025.338,1082.352,1167.291,1248.409,41579.255,42517.092,0.001,,,,
4065,121.8,1066.436,1000.015,1016.63,1025.364,1083.67,1175.299,1250.288,1367.458,1593.121,0.001,,,,
4070,131,1059.469,999.897,1016.389,1024.903,1081.513,1142.737,1215.679,1350.516,1418.457,0.001,,,,
4075,124.8,1064.5,1000.289,1016.618,1025.492,1083.911,1166.916,1232.841,1400.911,1518.511,0.001,,,,
4080,88.6,1388.704,999.886,1016.568,1024.873,1075.322,1164.746,1244.175,19169.636,20238.103,0.001,,,,
4085,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
4090,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
4095,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
4100,135,1082.054,1000.036,1016.797,1033.422,1100.971,1224.623,1276.414,1510.786,2297.783,0.001,,,,
4105,228.4,1069.996,999.653,1016.542,1025.243,1091.869,1176.399,1258.499,1434.427,1687.222,0.001,,,,
4110,223,1071.299,1000.098,1016.662,1025.642,1099.433,1192.465,1250.447,1419.583,1785.957,0.001,,,,
4115,230.8,1069.042,999.159,1016.532,1025.27,1091.695,1183.397,1249.312,1450.973,1712.606,0.001,,,,
4120,219.8,1073.302,999.871,1016.613,1025.573,1100.305,1192.15,1268.407,1410.401,1728.48,0.001,,,,
4125,204.2,1078.646,999.802,1016.49,1025.877,1103.443,1205.094,1300.627,1487.506,1727.841,0.001,,,,
4130,226.2,1069.608,998.866,1016.543,1025.216,1091.594,1183.634,1258.666,1401.828,1813.236,0.001,,,,
4135,223.8,1072.229,1000.055,1016.544,1025.357,1092.117,1192.419,1268.247,1427.756,1652.268,0.001,,,,
4140,212.8,1074.505,999.756,1016.533,1025.336,1100.354,1200.099,1259.228,1434.283,1870.042,0.001,,,,
4145,231.8,1068.844,999.695,1016.522,1025.08,1091.435,1191.435,1244.158,1410.398,1645.29,0.001,,,,
4150,226,1070.985,999.77,1016.558,1025.425,1089.939,1199.899,1267.525,1401.467,1989.345,0.001,,,,
4155,192.8,1082.659,999.841,1016.69,1041.379,1115.78,1224.788,1301.789,1459.189,1636.107,0.001,,,,
4160,244.6,1066.03,999.758,1016.436,1024.7,1083.956,1175.726,1251.64,1416.829,1635.084,0.001,,,,
4165,205,1077.204,1000.026,1016.631,1032.803,1101.585,1200.659,1283.63,1442.332,1644.283,0.001,,,,
4170,231.2,1068.243,999.601,1016.557,1025.387,1099.503,1183.519,1235.047,1353.088,1585.72,0.001,,,,
4175,200.2,1080.2,999.724,1016.539,1026.084,1100.781,1217.445,1301.178,1476.073,2146.945,0.001,,,,
4180,219,1073.81,999.634,1016.484,1025.362,1100.094,1185.29,1275.973,1443.404,1877.64,0.001,,,,
4185,204,1077.327,1000.226,1016.673,1026.16,1100.719,1201.557,1277.13,1459.848,1678.499,0.001,,,,
4190,230,1069.475,999.939,1016.571,1025.209,1092.087,1184.001,1243.331,1434.06,1695.545,0.001,,,,
4195,214.8,1074.2,999.746,1016.664,1025.584,1100.362,1199.635,1253.291,1456.647,1736.482,0.001,,,,
4200,225.4,1070.687,999.494,1016.601,1025.547,1099.805,1184.635,1250.263,1418.186,1677.391,0.001,,,,
4205,208.4,1076.615,999.858,1016.598,1033.45,1100.17,1200.288,1270.441,1444.181,1771.747,0.001,,,,
4210,223,1071.856,999.779,1016.619,1025.41,1100.14,1183.95,1250.779,1419.702,1694.993,0.001,,,,
4215,224.6,1071.497,1000.179,1016.508,1025.165,1099.857,1192.811,1266.789,1393.133,1567.985,0.001,,,,
4220,224.2,1071.195,999.593,1016.543,1025.211,1100.749,1175.623,1259.184,1394.832,1704.79,0.001,,,,
4225,213.6,1074.216,999.806,1016.559,1025.661,1099.764,1185.17,1268.227,1434.971,2290.774,0.001,,,,
4230,153.2,1457.484,1000.009,1016.68,1032.315,1101.273,1209.699,1301.598,19606.194,19846.998,0.001,,,,
4235,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
4240,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
4245,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
4250,49.8,1200.984,1000.363,1019.599,1064.225,1213.038,1612.312,1967.359,2343.606,2563.825,0.001,,,,
4255,132,1130.597,999.934,1018.013,1051.589,1129.311,1325.71,1594.944,2238.666,2889.521,0.001,,,,
4260,89.4,1624.014,1000.336,1017.728,1043.966,1127.406,1358.511,1687.546,15960.877,16603.728,0.001,,,,
4265,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
4270,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
4275,63.6,1114.382,1000.594,1017.89,1051.631,1120.362,1286.636,1444.898,2070.999,2371.835,0.001,,,,
4280,41,1815.756,1000.116,1017.422,1026.108,1095.144,1253.09,10593.619,11115.336,11191.715,0.001,,,,
4285,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
4290,142.2,1100.051,999.723,1017.325,1049.718,1115.18,1240.465,1399.203,1901.721,2391.222,0.001,,,,
4295,114.4,1506.01,999.633,1017.261,1026.777,1112.437,1234.109,1364.979,16781.442,17053.179,0.001,,,,
4300,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
4305,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
4310,63.4,1095.143,999.701,1017.064,1042.398,1119.671,1238.381,1354.604,1627.005,1721.929,0.001,,,,
4315,171.6,1237.406,1000.045,1016.75,1026.277,1102.13,1211.395,1320.793,9776.306,10150.519,0.001,,,,
4320,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
4325,90.2,1078.07,999.898,1016.937,1026.256,1103.917,1205.774,1287.742,1431.483,1685.417,0.001,,,,
4330,154,1128.892,999.996,1016.894,1025.392,1086.381,1204.328,1314.239,3884.884,4740.854,0.001,,,,
4335,159.2,1076.408,999.947,1016.886,1025.701,1101.131,1196.418,1304.92,1553.502,1637.996,0.001,,,,
4340,150.4,1420.963,999.95,1016.82,1025.134,1101.623,1187.842,1303.997,17661.044,17952.626,0.001,,,,
4345,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
4350,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
4355,6.2,1115.641,1000.869,1017.438,1099.52,1142.359,1281.2,1359.314,1595.299,1595.299,0.001,,,,
4360,220.4,1072.745,999.974,1016.747,1025.59,1098.667,1185.641,1272.127,1445.324,2019.212,0.001,,,,
4365,140.8,1340.968,999.803,1016.701,1025.428,1107.821,1226.817,1318.814,12841.556,13079.74,0.001,,,,
4370,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
